Institution_Srce,Institution_Strd
謙吉土棧,謙吉土棧
謙吉堂,Remove
謙吉米行,謙吉米行
謙吉綢莊,謙吉綢莊
謙和,Remove
謙和號,謙和號
謙泰洋行,謙泰洋行
謙益客棧,謙益客棧
謙益棧,Remove
謝明府,Remove
謝蒙館,Remove
謝藩司,Remove
證券交易所,華商證券交易所
譚厚德,Remove
譚寳元衣莊,譚寳元衣莊
譚昌　堂,譚昌堂
譚本善堂,Remove
譚藜閣,Remove
警備司令部,警備司令部
警備部,警備部
警務處,警務處
警察,Remove
警察分局,警察分局
警察局,上海市警察局
警察局刑,上海市警察局刑事處
警察局刑事處,上海市警察局刑事處
警察局刑二科,上海市警察局刑事處
警察局刑二課,上海市警察局刑事處
警察局北四川分局,上海市警察局北四川分局
警察局吳淞分局,上海市警察局吳淞分局
警察局嵩山分局,上海市警察局嵩山分局
警察局新涇分局,上海市警察局新涇分局
警察局榆林分局,上海市警察局榆林分局
警察局江寧分局,上海市警察局江寧分局
警察局蓬萊分局,上海市警察局蓬萊分局
警察局蘆家灣分局,上海市警察局蘆家灣分局
警察局蘆灣分局,上海市警察局蘆灣分局
警察局閘北分局,上海市警察局閘北分局
警察局高橋分局,上海市警察局高橋分局
警察局黃浦分局,上海市警察局黃浦分局
警察總局,上海市警察局
警察總署,上海市警察總署
警察署,警察署
警局,上海市警察局
警局所,上海市警察局
警局行政處,上海市警局刑事處
警訓所,上海市警局訓所
議政局,議政局
議院,Remove
護理巡撫部院勒札開,Remove
讞局,Remove
豁羅,Remove
豊興洋行,豊興洋行
豐利場,Remove
豐城委,Remove
豐安節局,豐安節局
豐押店,豐押店
豐昌記雜貨號,豐昌記雜貨號
豐染織工廠,豐染織工廠
豐泰洋,Remove
豐泰洋行,豐泰洋行
豐泰烟膏,Remove
豐泰磚灰,Remove
豐泰磚灰行,豐泰磚灰行
豐泰聚興,Remove
豐泰行,Remove
豐泰行東,Remove
豐源糖行,豐源糖行
豐濟倉,Remove
豐烟公司,豐煙公司
豐盛,Remove
豐盛實業公司,豐盛實業公司
豐盛煤炭店,豐盛煤炭店
豐肥田粉公司,豐肥田粉公司
豐興棧,豐興棧
豐興行,Remove
豐衆製造廠,豐衆製造廠
豐衣莊,豐衣莊
豐裕,Remove
豐裕洋行,豐裕洋行
豐觀察,豐觀察處
豐記猪行,豐記猪行
象幫,Remove
象石練軍,象石練軍
豪基廠總稅務司,豪基廠總稅務司
豫局,Remove
豫康紡織公司,豫康紡織公司
豫康顏料號,豫康顏料號
豫賑局,豫賑局
豫章,Remove
貞海,Remove
貞記店,貞記店
財政委員會　,財政整理會委員
財政局,財政局
財政廳長,財政廳
財政整理委員會,財政整理會委員
財政整理會,財政整理會委員
財政整理會委員,財政整理會委員
財政部,財政部
財政部上海監務辦事處,財政部上海監務辦事處
財政部印花稅法租界推銷事員辦事處,財政部印花稅法租界推銷事員辦事處
財政部捲菸稅處,財政部捲煙稅處
財政部菸酒稅處捲菸稅處捲菸煤油稅處,財政部煙酒稅處捲煙稅處捲煙煤油稅處
財政部賦稅司,財政部賦稅司
財政部鹽務處,財政部鹽務署
貢捐局,貨捐局
貧兒工藝院,貧兒工藝院
貨局,Remove
貨店,Remove
貨捐局,貨捐局
貨捐局丞,Remove
貨捐局冶坊,貨捐局冶坊
貨洋,Remove
貴公府,Remove
貴午樵宗師,Remove
貴報,Remove
貴州司,Remove
貴州軍營,貴州軍營
貴州鎭總兵署,Remove
貴德堂,貴德堂
貴會館,Remove
貴館,Remove
買副領事會,買副領事會
貼放委員會,中央銀行貼放委員會
貿貿,Remove
賀明府,Remove
賄洋及會,Remove
資委會,全國資源委員會
資政第介壽堂,資政第介壽堂
資治通鑑,Remove
資源委員會,全國資源委員會
賑公所,Remove
賑撫局,賑撫局
賑濟局,賑濟局
賑濟會,振濟委員會　
賑災委員會,賑災委員會
賓德興,Remove
賓裕保險公司,賓裕保險公司
賚豐洋行工程處,南巿馬路工程局
賚賜洋行,賚賜洋行
賡裕來記錢莊,賡裕來記錢莊
賢縣署,賢縣署
賣明府,Remove
質公所,Remove
賽各西商,Remove
賽珍會,Remove
賽閣,Remove
贖仁醫院,贖仁醫院
赫稅務司,赫稅務司
赫税務司,赫税務司
赫總税務司,赫總税務司
赴津局,Remove
赴美領事署,美國領事署
越山,Remove
越山等書院,越山書院
越東煤球公司,越東煤球公司
趙明府,Remove
趙王二明府,Remove
趙蓉舫,Remove
路工程局,南巿馬路工程局
路透,Remove
車利尼班,Remove
車局,Remove
軍事委員會,軍事委員會
軍事委員會忠義救國軍,軍事委員會
軍事委員會政治部,軍事委員會
軍事委員會社會科,軍事委員會
軍令部通訊總所第,軍令部通訊總部
軍令部通訊總部,軍令部通訊總部
軍委會,軍委會
軍政部,軍政部
軍政部軍需署,軍政部軍需署
軍械所,軍機處
軍機處,軍機處
軍法會議處,軍法會議處
軍裝局,軍裝局
軍門,Remove
載生洋行,載生洋行
輔仁中學,輔仁中學
輔仁書院,同仁輔元堂
輔元分局,同仁輔元堂
輔元堂,同仁輔元堂
輔德堂,輔德堂
輔德堂書畫社,輔德堂
輕吐公堂,Remove
輪寺,Remove
輪林院,翰林院
輪船公司,輪船公司
輪船局,輪船局
輪船招商局,輪船招商局
輪船招商總局,輪船招商局
輪船營務處,輪船營務處
輸出推廣委員會,輸出推廣執委會
轉解法公堂,法界會審公廨
辛泰銀行,辛泰銀行
辭江藩轅,Remove
農商,農商銀行
農商銀行,農商銀行
農工商局,農工商局
農本局,農本局
農村復興委員會　,農村復興委員會　
農林部,農林部
農林部棉產改進委員會,農林部
農林部華中棉產改進處,農林部華中棉產改進處
農藝,農藝
巡勒北局,巡防總局
巡局,上海廵捕總局
巡捕,上海廵捕總局
巡捕局,上海廵捕總局
巡捕廳,上海廵捕總局
巡捕房,上海廵捕總局
巡查局,上海廵捕總局
巡查總局,上海廵捕總局
巡查總局中局,上海廵捕總局中局
巡查總局北局,上海廵捕總局北局
巡查總局南局,上海廵捕總局南局
巡查總局東局,上海廵捕總局東局
巡訪局,上海廵捕總局
巡防,上海廵捕總局
巡防中局,上海廵捕總局中局
巡防中局,上海廵捕總局中局
巡防保甲東局,上海廵捕總局
巡防北局,上海廵捕總局北局
巡防北局,上海廵捕總局北局
巡防南局,上海廵捕總局南局
巡防南局,上海廵捕總局南局
巡防局,上海廵捕總局
巡防局勇,上海廵捕總局
巡防局控訴局,上海廵捕總局
巡防東局,上海廵捕總局東局
巡防東局,上海廵捕總局東局
巡防總局,上海廵捕總局
巡防西局,上海廵捕總局西局
巡防西局,上海廵捕總局西局
巡鹽水師,巡鹽水師
近經總署,Remove
近聞軍督憲委,Remove
追刑司,Remove
退思齋,Remove
送英會,英界會審公廨
送英會審,英界會審公廨
送部,Remove
途廣督,Remove
通九棉花機器局,通九棉花機器局
通分司,Remove
通刑二科外事股,通刑二科外事股
通利公司,通利公司
通匯信託公司,通匯信託公司
通商局,通商洋務局
通商會館,通商洋務局
通商洋務局,通商洋務局
通商總局,通商洋務局
通商貿易總司,通商洋務局
通孚行（進出口雜穀）,通孚行（進出口雜穀）
通局,Remove
通山縣委,Remove
通州坐粮廳,通州坐粮廳
通州署,通州署
通州電局,通州電局
通志局,Remove
通惠公紡織公司,通惠公紡織公司
通成棉毛紡織公司,通成棉毛紡織公司
通政使,Remove
通政使司,通政使司
通政司,通政使司
通易信託公司,通易信託公司
通永道,通永道
通泰公幹,Remove
通源洋行,通源洋行
通源錢,通源錢
通濟公司,通濟公司
通益企業公司,通益企業公司
通省稅厘總局,通省稅釐總局
通聞館新報,通聞館
通藍顏料公司,通藍顏料公司
通裕,Remove
通裕信局,通裕信局
通裕槽坊控,Remove
通裕錢莊,通裕錢莊
通裕鴻源,通裕鴻源
通訊,Remove
通連飯店,通連飯店
通運生絲貿易公司,通運生絲貿易公司
通順,Remove
通順信,Remove
通順信局,通順信局
通順局,通順局
逝江布政使,Remove
造紙局,造紙局
造署,Remove
連繙譯轉送輪船公司,Remove
連陞,Remove
連高易六七八批,Remove
進京公幹委,Remove
進步襪廠,進步襪廠
進賢委,Remove
遂和,Remove
遂園烟館,遂園煙館
遊美商業團,遊美商業團
運官鹽局,運官鹽局
運憲,Remove
遒廳,Remove
道府,道府
道廳,道廳
道德里販毒機關,道德里販毒機關
道憲,道憲
道憲委,Remove
道憲委員,Remove
道憲札委,Remove
道憲派,Remove
道憲纪委,Remove
道憲轉交廳,道憲轉交廳
道洋行,Remove
道照會,Remove
道福社,Remove
道署,道署
道轅,Remove
道轅發審委員,Remove
道轅馬路工程局,南巿馬路工程局
道逹洋行,道逹洋行
道邵觀察卽委,Remove
道頭,Remove
道飭廳,Remove
達華橡皮印刷公司,達華橡皮印刷公司
達豐染織廠,達豐染織廠
達隆毛織廠,達隆毛織廠
遞信管理局,遞信管理局
遠來洋行,遠來洋行
遠東貿易公司,遠東貿易公司
遠東銀行,遠東銀行
遵轅,Remove
遷善局,遷善局
遺公堂,Remove
邃懷堂,邃懷堂
邊門關帝廟龍神祠,關帝廟
邑保嬰總局,閔行救生局武康保嬰局
邑尊,Remove
邑尊　堂,Remove
邑尊升堂,Remove
邑尊委,Remove
邑尊廳,邑尊廳
邑尊晚堂,Remove
邑尊詣堂,Remove
邑廟保嬰局,邑廟保嬰局
邑廟分局,邑廟分局
那英公司,Remove
邱胡氏花烟館,邱胡氏花煙館
邵壽堂,Remove
邵觀察厘捐,Remove
邵觀察課試敬業書院,邵觀察課試敬業書院
邵觀察諭善堂,邵觀察諭善堂
邵軍廳,邵軍廳
邵道憲照會,Remove
邵錦記紗號,邵錦記紗號
郁投醫院,郁投醫院
部局,Remove
郭明府,Remove
郭犁合,Remove
郵來西報,Remove
郵億,Remove
郵寄書院,Remove
郵政儲金匯業局,郵政儲金匯業局
郵政儲金匯業局會計處,郵政儲金匯業局
郵政司稽核科,郵政司稽核科
郵船會社,郵船會社
都察院,都察院
都察院署,都察院
都成飯店,都成飯店
都爕堂,都爕堂
都警察所,都警察所
鄂垣閱馬廠,鄂垣閱馬廠
鄂局,Remove
鄂撫,Remove
鄂督,Remove
鄕民閧署,鄕民閧署
鄞慈奉,Remove
鄞江分司,鄞江分司
鄞縣,Remove
鄞縣分院,鄞縣分院
鄞縣正堂,鄞縣正堂
鄞縣陶公鄕第七八保聯立國民學校,鄞縣陶公鄕第七八保聯立國民學校
鄢少尹捕廳,鄢少尹捕廳
鄭同成,Remove
鄭家木橋北仁德醫院,仁德醫院
鄭家木橋南信義烟館,信義烟館
鄭州豫豐紗廠,鄭州豫豐紗廠
鄭工捐局,工捐局
鄭工新班,Remove
鄭福蘭堂,福蘭堂
鄭軍門,Remove
酉科,Remove
酌補一摺雲麗江府知府,雲麗江府
酒精業聯合會同業公會,酒精業聯合會同業公會
酒菜業工會,酒菜業職業工會
酒菜業職業工會,酒菜業職業工會
醇王府,Remove
醇邸,Remove
醉仙亭,Remove
醉竹軒,Remove
醋務橋,Remove
醫院,醫院
醫館,醫館
里西國飯店,里西國飯店
重兵汽,Remove
重慶,Remove
重慶分公司,重慶分公司
重慶市國貨廠商聯合會,重慶市國貨廠商聯合會
重慶市工商勵進社,重慶市工商勵進社
重慶市百貨業主辦復興中學,重慶市百貨業主辦復興中學
重慶市百貨業同業公會,重慶市百貨業同業公會
重慶市第一區機器業同業公會,"重慶市第一區機器業同業公會
"
重慶市重輝會計專科學校,重慶市重輝會計專科學校
重脩府,Remove
野三關土藥局,Remove
釐局憲所,釐局憲所
釐捐局,釐捐局
釐捐總局,釐捐總局
金上南青,Remove
金利源,Remove
金利源棧,金利源棧
金利源碼頭,Remove
金剛公司,金剛公司
金匱學署可園公寓,金匱學署
金協,Remove
金協堂,Remove
金協泰船,Remove
金合記,Remove
金嘉記,Remove
金城銀行,金城銀行
金子堂,Remove
金子山,Remove
金屬業同業聯合會上海冶鑄廠業同業公會,金屬業同業聯合會上海冶鑄廠業同業公會
金山報,Remove
金山武,Remove
金山營,Remove
金山縣,金山縣
金山縣正堂,金山縣
金彩堂,Remove
金德隆,Remove
金明府,Remove
金星噴漆廠,金星噴漆廠
金書莊,金書莊
金桂軒,Remove
金梅記,Remove
金湖業漁,Remove
金源錢莊,金源錢莊
金爾公司,金爾公司
金線,Remove
金臺文報局,金臺文報局
金華府,Remove
金螺,Remove
金螺青明府,Remove
金衢嚴道,Remove
金衢巖道,Remove
金裕泰客棧,金裕泰客棧
金謝委,Remove
金谷園,Remove
金達會,Remove
金錢牌熱水瓶廠,金錢牌熱水瓶廠
金長泰商船,Remove
金陵世醫,Remove
金陵保甲總局,金陵保甲局
金陵儀鳳園班,Remove
金陵公,Remove
金陵厘局,Remove
金陵友,Remove
金陵器造局,金陵機器製造局 
金陵機噐局,金陵機器製造局
金陵機器局,金陵機器局
金陵機器製造局,金陵機器製造局
金陵水師,金陵水師學堂 
金陵水雷學堂,金陵水師學堂 
金陵洋務局,金陵洋務局
金陵烊務局,金陵洋務局 
金陵熊公館,Remove
金陵督標督捕營,金陵督捕營 
金陵粥廠,金陵粥廠
金陵花市裕泰錢莊,金陵花巿街裕泰錢莊
金陵裕泰莊,金陵花巿街裕泰錢莊
金陵製造局,金陵機器製造局
金陵製造局 -> 金陵機器製造局 ,金陵機器製造局 
金陵鍾山尊經兩書院,金陵鍾山兩書院
金陵鍾山書院,金陵鍾山兩書院
金陵鐘山書院,金陵鍾山兩書院
金陵電信,Remove
金陵飭製造局,金陵機器製造局 
金陵鳳池書院,金陸鳳池書院 
金陸鳳池書院,金陸鳳池書院
金雲康,Remove
金雲門,Remove
金馥堂,Remove
金鳳樓,Remove
釣船局,釣船局
鈕揩司,Remove
鈞和,Remove
銀樓,Remove
銀洋,Remove
銀英公堂,英界會審公廨
銀行,Remove
銀行公會,上海銀行公會
銅匠店,銅匠店
銅捐局,銅捐局
銘軍,Remove
銷鹽局,銷鹽局
鋪巡防局,鋪巡防局
錄南製造局,Remove
錢塘縣署,錢塘縣署
錢庄,Remove
錢店飯店,錢店飯店
錢文林,Remove
錢明府,Remove
錢業同業公會,錢業同業公會
錢業準備庫,錢業準備庫
錢法堂,Remove
錢福錩板箱廠,錢福錩板箱廠
錢聯銀行,錢聯銀行
錢荻香司,Remove
錢莊,Remove
錢莊綢,Remove
錢鏞記電器製造廠,錢鏞記電器製造廠
錦堂,Remove
錦春坊王裕大棉花店,王裕大棉花店
錦泰豐襪,錦泰豐襪
錦潤堂,Remove
錦祥源,Remove
錦記,Remove
錦記洋行,錦記洋行
錦記衣莊,錦記衣莊
錦里翰寳閣所,錦里翰寳閣所
錦章,Remove
錦章衣庄,錦章衣庄
錫滬長途汽車公司,錫滬長途汽車公司
錫金公所,錫金公所
鍾南臺投控,Remove
鍾愛堂,Remove
鍾明府,Remove
鍾曦堂,Remove
鍾鎭軍,Remove
鍾鼎興,Remove
鎭標水師,鎭標水師
鎭止街保甲局,鎭止街保甲局
鎭江,Remove
鎭江局,鎭江府
鎭江府,鎭江府
鎭江廣東公所,鎭江廣東公所
鎭江招商局,鎭江招商局
鎭江洋關,鎭江海關
鎭江貿易,Remove
鎭江電報局,鎭江電報局
鎭江電局,鎭江電報局
鎭江領,Remove
鎭海縣糧廳,鎭海縣糧廳
鎭海衛,Remove
鎭源順福茶葉行,鎭源順福茶葉行
鎮泰廣,Remove
鎮海縣,鎮海縣
鎮湘內閣,Remove
鐘尊,Remove
鐘明府,Remove
鐡政局,鐡政局
鐵報,Remove
鐵工廠,Remove
鐵行,Remove
鐵路會計司稽核科,鐵路會計司稽核科
鐵道部,鐵道部
鐵道部購料委員會上海辦事處,鐵道部購料委員會上海辦事處
鐸庵,Remove
鐸林禪院,鐸林禪院
鑄亞鐵工廠,鑄亞鐵工廠
鑄豐搪瓷公司,鑄豐搪瓷公司
鑄豐通記搪瓷股份有限公司,鑄豐通記搪瓷公司
鑄鐵廠,鑄鐵廠
鑑臣洋行（大上海皮革廠）,鑑臣洋行（大上海皮革廠）
鑑臣香精原料公司,鑑臣香精原料公司
鑫泰電器廠,鑫泰電器廠
長利,Remove
長利洋東投英公堂,英界會審公廨
長利洋行,長利洋行
長利洋行東至英總領事署,長利洋行
長利行,長利洋行
長勝,Remove
長城企業公司,長城企業公司
長安保險公司,長安保險公司
長安紡織廠,長安紡織廠
長寧分局,長寧分局
長寧警察分局,長寧警察分局
長崎理署,長崎理署
長崎病院,長崎病院
長崎警察署,長崎警察署
長﨑報,Remove
長﨑新報,Remove
長德機榨油餅廠,長德機榨油餅廠
長春堂,長春堂
長春客棧,長春客棧
長春藥材茶葉,長春藥材茶葉
長林,Remove
長林堂,Remove
長江,Remove
長江企業公司,長江企業公司
長江提中協,Remove
長江水師,長江水師
長泰,Remove
長源泰所,長源泰所
長生會,長生會
長發客棧,長發客棧
長發棧,長發棧
長發棧茶房,長發錢茶房
長興飯店,長興飯店
長茂洋行,長茂洋行
長蘆運憲,Remove
長蘆鹽運使天津河間兵備道,天津河間兵備道
長裕店,Remove
長裕泰慶豐,Remove
長豐吉記木行,長豐吉記木行
長豐機織印染股份有限公司,長豐機織印染公司
長豐烟草公司,長豐煙草公司
長順,Remove
長順烟店,長順烟店
開利和洋行,開利和洋行
開合記,Remove
