Name_ZhT;Name_Py;Province_Py;Province_ZhT;LAT;LONG;Name_Full;Level;Year;LocID;NameID;ID;FID;Provider;
鳳凰;Fenghuang;Hunan;湖南;27.9437205652071;109.53089758377;鳳凰縣;縣;1931;DH031053-1;DH031053-1;1401;s332;ENP-China Project: https://www.enpchina.eu/;
奉節;Fengjie;Sichuan;四川;31.0437090396557;109.530803400246;奉節縣;縣;1931;DH031800-1;DH206593-1;284;s1258;ENP-China Project: https://www.enpchina.eu/;
豐寧;Fengning;Jehol;熱河;41.2808414679476;117.146278657781;豐寧縣;縣;1931;11703850;N0415618;1403;s333;ENP-China Project: https://www.enpchina.eu/;
封丘;Fengqiu;Henan;河南;35.0197227230854;114.384179599105;封丘縣;縣;1931;DH038420-1;DH213213-1;1938;s119;ENP-China Project: https://www.enpchina.eu/;
豐潤;Fengrun;Hebei;河北;39.8508096644995;118.124580482445;豐潤縣;縣;1931;D3288932;N0277083;1081;s473;ENP-China Project: https://www.enpchina.eu/;
鳳山;Fengshan;Guangxi;廣西;24.6481406767148;107.12436896122;鳳山縣;縣;1931;D3069285;N0287638;977;s705;ENP-China Project: https://www.enpchina.eu/;
豐順;Fengshun;Guangdong;廣東;23.931966240602;116.211611379699;豐順縣;縣;1931;D3326498;N0277152;2164;s1535;ENP-China Project: https://www.enpchina.eu/;
鳳臺;Fengtai;Anhui;安徽;32.7521006704939;116.764449769173;鳳臺縣;縣;1931;11703939;N0415707;1686;s302;ENP-China Project: https://www.enpchina.eu/;
奉賢;Fengxian;Jiangsu;江蘇;30.919450567815;121.451964509816;奉賢縣;縣;1931;DH027741-1;DH144270-1;2377;s1125;ENP-China Project: https://www.enpchina.eu/;
灃縣;Fengxian;Hunan;湖南;29.6541744692649;111.658297815679;灃縣;縣;1931;11703764;N0415532;1770;s254;ENP-China Project: https://www.enpchina.eu/;
豐縣;Fengxian;Jiangsu;江蘇;34.7418191844737;116.668690862624;豐縣;縣;1931;D2867891;N0276977;2353;s1195;ENP-China Project: https://www.enpchina.eu/;
鳳縣;Fengxian;Shaanxi;陝西;33.8974229034935;106.513838998594;鳳縣;縣;1931;D3088292;N0287591;387;s1447;ENP-China Project: https://www.enpchina.eu/;
鳳翔;Fengxiang;Shaanxi;陝西;34.3924935188729;107.276816998594;鳳翔縣;縣;1931;D3296219;N0287720;296;s1170;ENP-China Project: https://www.enpchina.eu/;
奉新;Fengxin;Jiangxi;江西;28.7374511497661;115.493263838575;奉新縣;縣;1931;DH055548-1;DH172077-1;1054;s490;ENP-China Project: https://www.enpchina.eu/;
鳳陽;Fengyang;Anhui;安徽;32.8895638335102;117.591872269636;鳳陽縣;縣;1931;D3314795;N0287736;1561;s236;ENP-China Project: https://www.enpchina.eu/;
奉議;Fengyi;Guangxi;廣西;23.7527824637437;106.823449470412;奉議縣;縣;1931;DH008617-1;DH183410-1;413;s1482;ENP-China Project: https://www.enpchina.eu/;
鳳儀;Fengyi;Yunnan;雲南;25.5709260337768;100.290467821266;鳳儀縣;縣;1931;D2908303;N0287516;879;s591;ENP-China Project: https://www.enpchina.eu/;
豐鎮;Fengzhen;Suiyuan;綏遠;40.4786089411625;113.162236188232;豐鎮縣;縣;1931;D3022930;N0277145;268;s1226;ENP-China Project: https://www.enpchina.eu/;
分水;Fenshui;Zhejiang;浙江;29.9352658506456;119.418602186693;分水縣;縣;1931;D3362025;N0287913;2453;s1477;ENP-China Project: https://www.enpchina.eu/;
汾西;Fenxi;Shanxi;山西;36.6131756433543;111.52686017762;汾西縣;縣;1931;DH020155-1;DH194948-1;367;s1052;ENP-China Project: https://www.enpchina.eu/;
汾陽;Fenyang;Shanxi;山西;37.2335143146834;111.780524534266;汾陽縣;縣;1931;D3074020;N0352203;366;s1053;ENP-China Project: https://www.enpchina.eu/;
分宜;Fenyi;Jiangxi;江西;27.7679632814681;114.676876544872;分宜縣;縣;1931;D3006444;N0287900;1399;s324;ENP-China Project: https://www.enpchina.eu/;
福安;Fuan;Fujian;福建;27.0766159905238;119.633636353299;福安縣;縣;1931;DH052397-1;DH227190-1;2494;s1436;ENP-China Project: https://www.enpchina.eu/;
阜城;Fucheng;Hebei;河北;37.868179;116.144707;阜城縣;縣;1931;D3111601;N0400922;1344;s339;ENP-China Project: https://www.enpchina.eu/;
富川;Fuchuan;Guangxi;廣西;24.8218336851142;111.084655753794;富川縣;縣;1931;DH051902-1;DH051902-1;111;s1511;ENP-China Project: https://www.enpchina.eu/;
福鼎;Fuding;Fujian;福建;27.3385320978009;120.2174525489;福鼎縣;縣;1931;DH052489-1;DH227282-1;2492;s1432;ENP-China Project: https://www.enpchina.eu/;
扶風;Fufeng;Shaanxi;陝西;34.2706574097844;107.747434724468;扶風縣;縣;1931;D3121120;N0330651;156;s1846;ENP-China Project: https://www.enpchina.eu/;
佛岡;Fugang;Guangdong;廣東;23.973907078364;113.414780168746;佛岡縣;縣;1931;DH049804-1;DH166333-1;2159;s1521;ENP-China Project: https://www.enpchina.eu/;
扶溝;Fugou;Henan;河南;34.1469407936283;114.37422831403;扶溝縣;縣;1931;DH038642-1;DH213435-1;1936;s117;ENP-China Project: https://www.enpchina.eu/;
府谷;Fugu;Shaanxi;陝西;39.0501594111899;111.041781246152;府谷縣;縣;1931;D3071454;N0325966;34;s1596;ENP-China Project: https://www.enpchina.eu/;
佛海;Fuhai;Yunnan;雲南;21.9595441462704;100.425615986038;佛海縣;縣;1931;11703518;N0415286;919;s761;ENP-China Project: https://www.enpchina.eu/;
富錦;Fujin;Jilin;吉林;47.2322643806198;131.984121789612;富錦縣;縣;1931;D3015169;D3015168;1846;s1911;ENP-China Project: https://www.enpchina.eu/;
阜康;Fukang;Xinjiang;新疆;44.1711252759293;88.1819435185853;阜康縣;縣;1931;DH037129-1;DH211922-1;779;s648;ENP-China Project: https://www.enpchina.eu/;
浮梁;Fuliang;Jiangxi;江西;29.3048032453401;117.191822568766;浮梁縣;縣;1931;D3218584;N0356327;1384;s320;ENP-China Project: https://www.enpchina.eu/;
涪陵;Fuling;Sichuan;四川;29.7293978200698;107.433919830141;涪陵縣;縣;1931;11703737;N0415505;692;s998;ENP-China Project: https://www.enpchina.eu/;
富民;Fumin;Yunnan;雲南;25.2351455419215;102.504389819433;富民縣;縣;1931;D2912747;N0317105;871;s583;ENP-China Project: https://www.enpchina.eu/;
扶南;Funan;Guangxi;廣西;22.6188299856163;107.892976243761;扶南縣;縣;1931;11703663;N0415431;997;s665;ENP-China Project: https://www.enpchina.eu/;
撫寧;Funing;Hebei;河北;39.8872486293888;119.199220447334;撫寧縣;縣;1931;11703666;N0415434;1246;s532;ENP-China Project: https://www.enpchina.eu/;
阜寧;Funing;Jiangsu;江蘇;33.7722240867863;119.834423110335;阜寧縣;縣;1931;DH030439-1;DH205232-1;2385;s1141;ENP-China Project: https://www.enpchina.eu/;
佛坪;Fuping;Shaanxi;陝西;33.7627523832151;107.785997356646;佛坪縣;縣;1931;D3106934;N0283047;47;s1599;ENP-China Project: https://www.enpchina.eu/;
富平;Fuping;Shaanxi;陝西;34.7335055202784;109.12569917762;富平縣;縣;1931;D2954028;N0317062;37;s1589;ENP-China Project: https://www.enpchina.eu/;
阜平;Fuping;Hebei;河北;38.85305;114.187561;阜平縣;縣;1931;D3080003;N0400930;1042;s486;ENP-China Project: https://www.enpchina.eu/;
福清;Fuqing;Fujian;福建;25.7213491766494;119.405521018952;福清縣;縣;1931;DH052444-1;DH227237-1;2493;s1430;ENP-China Project: https://www.enpchina.eu/;
佛山;Fushan;Heilongjiang;黑龍江;48.6462083373356;130.498346616775;佛山縣;縣;1931;11703517;N0415285;539;s949;ENP-China Project: https://www.enpchina.eu/;
浮山;Fushan;Shanxi;山西;36.0571140559497;111.890263096507;浮山縣;縣;1931;DH024365-1;DH140894-1;341;s1122;ENP-China Project: https://www.enpchina.eu/;
福山;Fushan;Shandong;山東;37.4828429796146;121.241853220297;福山縣;縣;1931;11703789;N0415557;2318;s1241;ENP-China Project: https://www.enpchina.eu/;
膚施;Fushi;Shaanxi;陝西;36.5932568554485;109.441003035364;膚施縣;縣;1931;11703813;N0415581;634;s802;ENP-China Project: https://www.enpchina.eu/;
富順;Fushun;Sichuan;四川;29.2179761610822;104.924245397786;富順縣;縣;1931;D3124293;N0317224;171;s1785;ENP-China Project: https://www.enpchina.eu/;
撫順;Fushun;Liaoning;遼寧;41.8973972164907;123.899941552882;撫順縣;縣;1931;D3081215;N0330729;1538;s2;ENP-China Project: https://www.enpchina.eu/;
撫松;Fusong;Liaoning;遼寧;42.3282366228146;127.301215976689;撫松縣;縣;1931;D2953202;N0330721;1402;s334;ENP-China Project: https://www.enpchina.eu/;
復縣;Fuxian;Liaoning;遼寧;39.7415405561746;121.735260188906;復縣;縣;1931;11703641;N0415409;1649;s148;ENP-China Project: https://www.enpchina.eu/;
鄜縣;Fuxian;Shaanxi;陝西;36.016721489286;109.319705984301;鄜縣;縣;1931;11703875;N0415643;630;s792;ENP-China Project: https://www.enpchina.eu/;
阜新;Fuxin;Jehol;熱河;42.0425767543708;121.639232686919;阜新縣;縣;1931;D3069524;N0400936;1053;s487;ENP-China Project: https://www.enpchina.eu/;
富陽;Fuyang;Zhejiang;浙江;30.0623558879842;119.948745320887;富陽縣;縣;1931;D3218235;N0317219;2420;s1072;ENP-China Project: https://www.enpchina.eu/;
阜陽;Fuyang;Anhui;安徽;32.9448173790785;115.829893189539;阜陽縣;縣;1931;DH031720-1;DH148249-1;1394;s328;ENP-China Project: https://www.enpchina.eu/;
扶餘;Fuyu;Jilin;吉林;45.1847226297009;124.818927340984;扶餘縣;縣;1931;11703664;N0415432;1866;s1892;ENP-China Project: https://www.enpchina.eu/;
孚遠;Fuyuan;Guangdong;廣東;24.8116516017107;113.061949131067;孚遠縣;縣;1931;11703570;N0415338;2195;s1849;ENP-China Project: https://www.enpchina.eu/;
孚遠;Fuyuan;Xinjiang;新疆;44.0014921379646;89.0601799647781;孚遠縣;縣;1931;T0257522-1;T0257497-2;793;s661;ENP-China Project: https://www.enpchina.eu/;
撫遠;Fuyuan;Jilin;吉林;48.3846314032372;134.396360620834;撫遠縣;縣;1931;D3024634;N0330727;1855;s1918;ENP-China Project: https://www.enpchina.eu/;
富州;Fuzhou;Yunnan;雲南;23.632598989308;105.599456096228;富州縣;縣;1931;DH045413-1;DH045413-1;175;s1781;ENP-China Project: https://www.enpchina.eu/;
福州;Fuzhou;Fujian;福建;26.073954;119.321577;NA;NA;1931;D3114532;N0372694;NA;NA;ENP-China Project: https://www.enpchina.eu/;
蓋平;Gaiping;Liaoning;遼寧;40.3982888742715;122.367445994172;蓋平縣;縣;1931;11703837;N0415605;1569;s196;ENP-China Project: https://www.enpchina.eu/;
乾安;Ganan;Jilin;吉林;44.4162059532826;124.532128009877;乾安縣;縣;1931;D3150892;N0278902;2632;s832;ENP-China Project: https://www.enpchina.eu/;
乾城;Gancheng;Hunan;湖南;28.2402063361344;109.661301412676;乾城縣;縣;1931;11703509;N0415277;1777;s259;ENP-China Project: https://www.enpchina.eu/;
乾德;Gande;Xinjiang;新疆;43.8967212720019;87.6987005811308;乾德縣;縣;1931;D3032837;N0278912;811;s24;ENP-China Project: https://www.enpchina.eu/;
感恩;Ganen;Guangdong;廣東;18.8999946059388;108.646604374802;感恩縣;縣;1931;11703653;N0415421;2583;s937;ENP-China Project: https://www.enpchina.eu/;
甘谷;Gangu;Gansu;甘肅;34.7668142489059;105.121844518601;甘谷縣;縣;1931;D2866079;N0365209;957;s738;ENP-China Project: https://www.enpchina.eu/;
甘南;Gannan;Heilongjiang;黑龍江;47.9373675861003;123.448939790439;甘南縣;縣;1931;D3314687;N0365038;561;s41;ENP-China Project: https://www.enpchina.eu/;
甘泉;Ganquan;Shaanxi;陝西;36.2502298489493;109.322155986013;甘泉縣;縣;1931;D3291276;N0365160;146;s1841;ENP-China Project: https://www.enpchina.eu/;
乾縣;Ganxian;Shaanxi;陝西;34.4892771425699;108.135187868367;乾縣;縣;1931;D3056377;N0278891;584;s824;ENP-China Project: https://www.enpchina.eu/;
贛縣;Ganxian;Jiangxi;江西;25.8590101527611;114.904638698901;贛縣;縣;1931;D2982915;N0391917;1839;s1903;ENP-China Project: https://www.enpchina.eu/;
干崖;Ganya;Yunnan;雲南;24.7642168852945;98.070972702903;干崖縣;縣;1931;11703629;N0415397;884;s18;ENP-China Project: https://www.enpchina.eu/;
贛榆;Ganyu;Jiangsu;江蘇;34.88763486437;119.142672887919;贛榆縣;縣;1931;DH036760-1;DH036760-1;2364;s1205;ENP-China Project: https://www.enpchina.eu/;
甘孜;Ganzi;Xikang;西康;31.6322949651664;99.9916880604575;甘孜縣;縣;1931;D3237451;N0365070;259;s1220;ENP-China Project: https://www.enpchina.eu/;
高安;Gaoan;Jiangxi;江西;28.4411223298444;115.382888872736;高安縣;縣;1931;D2867918;N0407989;1830;s1896;ENP-China Project: https://www.enpchina.eu/;
藁城;Gaocheng;Hebei;河北;38.036713;114.834183;藁城縣;縣;1931;D3068408;N0386475;1348;s336;ENP-China Project: https://www.enpchina.eu/;
高淳;Gaochun;Jiangsu;江蘇;31.3166680259203;118.893807034742;高淳縣;縣;1931;D2867880;N0408626;2557;s1323;ENP-China Project: https://www.enpchina.eu/;
臯蘭;Gaolan;Gansu;甘肅;36.0576372759293;103.672134447167;臯蘭縣;縣;1931;DH042222-1;DH042222-1;203;s1732;ENP-China Project: https://www.enpchina.eu/;
高陵;Gaoling;Shaanxi;陝西;34.5192270317212;109.108559265785;高陵縣;縣;1931;D2904635;N0408973;586;s828;ENP-China Project: https://www.enpchina.eu/;
高密;Gaomi;Shandong;山東;36.3869311963407;119.766290767067;高密縣;縣;1931;D3302692;N0408162;2260;s1748;ENP-China Project: https://www.enpchina.eu/;
高明;Gaoming;Guangdong;廣東;22.8786022994983;112.715107759398;高明縣;縣;1931;D3003368;N0408423;2184;s1831;ENP-China Project: https://www.enpchina.eu/;
高平;Gaoping;Shanxi;山西;35.7965406027975;113.064555823785;高平縣;縣;1931;D3022831;N0408332;355;s1048;ENP-China Project: https://www.enpchina.eu/;
高臺;Gaotai;Gansu;甘肅;39.3547023101768;99.9634667250451;高臺縣;縣;1931;D3364328-1;D3364327-1;453;s1328;ENP-China Project: https://www.enpchina.eu/;
高唐;Gaotang;Shandong;山東;36.8692479817037;116.20965025123;高唐縣;縣;1931;D3065759;N0407768;2284;s1673;ENP-China Project: https://www.enpchina.eu/;
高縣;Gaoxian;Sichuan;四川;28.39086;104.505014918229;高縣;縣;1931;D2867975;N0407727;654;s1024;ENP-China Project: https://www.enpchina.eu/;
高陽;Gaoyang;Hebei;河北;38.6833189577622;115.776921084493;高陽縣;縣;1931;D3081266;N0408944;1612;s169;ENP-China Project: https://www.enpchina.eu/;
高要;Gaoyao;Guangdong;廣東;23.0439071604014;112.479182679197;高要縣;縣;1931;D3126242;N0408852;2206;s1857;ENP-China Project: https://www.enpchina.eu/;
高邑;Gaoyi;Hebei;河北;37.604755;114.611526;高邑縣;縣;1931;D3081256;N0408894;1335;s366;ENP-China Project: https://www.enpchina.eu/;
高郵;Gaoyou;Jiangsu;江蘇;32.770256846555;119.46278013563;高郵縣;縣;1931;D3235286;N0408895;2350;s1177;ENP-China Project: https://www.enpchina.eu/;
高苑;Gaoyuan;Shandong;山東;37.1222654616469;117.959682547691;高苑縣;縣;1931;11703933;N0415701;2313;s1243;ENP-China Project: https://www.enpchina.eu/;
箇舊;Gejiu;Yunnan;雲南;23.3751166762498;103.072848079503;箇舊縣;縣;1931;11703800;N0415568;903;s32;ENP-China Project: https://www.enpchina.eu/;
戈陽;Geyang;Jiangxi;江西;28.3748360238935;117.349734592659;戈陽縣;縣;1931;11703661;N0415429;1392;s326;ENP-China Project: https://www.enpchina.eu/;
公安;Gongan;Hubei;湖北;29.9331878035216;112.033253671548;公安縣;縣;1931;DH043346-1;DH218139-1;1266;s508;ENP-China Project: https://www.enpchina.eu/;
恭城;Gongcheng;Guangxi;廣西;24.8763303253872;110.654420985666;恭城縣;縣;1931;D3136727;N0329432;312;s1202;ENP-China Project: https://www.enpchina.eu/;
貢噶;Gongga;Xikang;西康;28.6314544701808;100.162309415285;貢噶縣;縣;1931;D3234892;N0391251;723;s978;ENP-China Project: https://www.enpchina.eu/;
珙縣;Gongxian;Sichuan;四川;28.264122755917;104.72815727759;珙縣;縣;1931;D2867963;N0364172;378;s1089;ENP-China Project: https://www.enpchina.eu/;
貢縣;Gongxian;Xikang;西康;30.6700050328335;98.3382494048163;貢縣;縣;1931;11703853;N0415621;719;s973;ENP-China Project: https://www.enpchina.eu/;
鞏縣;Gongxian;Henan;河南;34.841598582784;113.000643723085;鞏縣;縣;1931;DH041015-1;DH041015-1;1924;s97;ENP-China Project: https://www.enpchina.eu/;
固安;Guan;Hebei;河北;39.435631;116.301171;固安縣;縣;1931;D3111218;N0302640;1333;s364;ENP-China Project: https://www.enpchina.eu/;
觀城;Guancheng;Shandong;山東;35.9494880957776;115.393209813632;觀城縣;縣;1931;11703848;N0415616;2334;s1271;ENP-China Project: https://www.enpchina.eu/;
廣安;Guangan;Sichuan;四川;30.4898103605903;106.630402;廣安縣;縣;1931;D3133409;N0324952;411;s1493;ENP-China Project: https://www.enpchina.eu/;
廣昌;Guangchang;Jiangxi;江西;26.7683436254892;116.09258580501;廣昌縣;縣;1931;D2973539;N0324997;1834;s1907;ENP-China Project: https://www.enpchina.eu/;
廣德;Guangde;Anhui;安徽;30.9132461684794;119.392348747281;廣德縣;縣;1931;D3140223;N0324984;1039;s480;ENP-China Project: https://www.enpchina.eu/;
廣豐;Guangfeng;Jiangxi;江西;28.3541678980209;118.172273958042;廣豐縣;縣;1931;DH046217-1;DH046217-1;1220;s516;ENP-China Project: https://www.enpchina.eu/;
廣漢;Guanghan;Sichuan;四川;30.974043393522;104.286447148576;廣漢縣;縣;1931;D2867702;N0325009;671;s1038;ENP-China Project: https://www.enpchina.eu/;
光化;Guanghua;Hubei;湖北;32.4043225982392;111.668827639296;光化縣;縣;1931;DH052647-1;DH169176-1;1099;s449;ENP-China Project: https://www.enpchina.eu/;
廣濟;Guangji;Hubei;湖北;30.0851917053048;115.645006066654;廣濟縣;縣;1931;D3386579;N0325014;1762;s246;ENP-China Project: https://www.enpchina.eu/;
廣靈;Guangling;Shanxi;山西;39.7290102495894;114.143135632118;廣靈縣;縣;1931;DH029072-1;DH029075-1;525;s908;ENP-China Project: https://www.enpchina.eu/;
廣南;Guangnan;Yunnan;雲南;24.0362356899318;105.018480262846;廣南縣;縣;1931;D2907921;N0324925;319;s1196;ENP-China Project: https://www.enpchina.eu/;
廣寧;Guangning;Guangdong;廣東;23.7240724974915;112.294674684214;廣寧縣;縣;1931;DH034965-1;DH034965-1;2174;s1555;ENP-China Project: https://www.enpchina.eu/;
廣平;Guangping;Hebei;河北;36.474263125212;114.924756082135;廣平縣;縣;1931;D3073635;N0324977;1579;s206;ENP-China Project: https://www.enpchina.eu/;
廣饒;Guangrao;Shandong;山東;37.0725059310303;118.41266586089;廣饒縣;縣;1931;D3073633;N0325075;2315;s1247;ENP-China Project: https://www.enpchina.eu/;
光山;Guangshan;Henan;河南;32.0390455248744;115.057233434322;光山縣;縣;1931;DH037775-1;DH212568-1;1942;s115;ENP-China Project: https://www.enpchina.eu/;
廣順;Guangshun;Guizhou;貴州;26.1104719675929;106.33764610478;廣順縣;縣;1931;DH029587-1;DH029587-1;295;s1153;ENP-China Project: https://www.enpchina.eu/;
廣通;Guangtong;Yunnan;雲南;25.1919708396199;101.743797074844;廣通縣;縣;1931;DH027459-1;DH143988-1;321;s1099;ENP-China Project: https://www.enpchina.eu/;
廣元;Guangyuan;Sichuan;四川;32.4314697596065;105.860858881033;廣元縣;縣;1931;D3122975;N0324914;237;s1661;ENP-China Project: https://www.enpchina.eu/;
光澤;Guangze;Fujian;福建;27.529672264974;117.38251067513;光澤縣;縣;1931;D3149861;N0284409;2512;s1379;ENP-China Project: https://www.enpchina.eu/;
廣州;Guangzhou;Guangdong;廣東;23.134624;113.256066;NA;NA;1931;D3074743;N0324970;NA;NA;ENP-China Project: https://www.enpchina.eu/;
廣宗;Guangzong;Hebei;河北;37.0799341186212;115.134862880237;廣宗縣;縣;1931;D3109256;N0324960;1594;s223;ENP-China Project: https://www.enpchina.eu/;
關嶺;Guanling;Guizhou;貴州;25.7842044187244;105.622868728223;關嶺縣;縣;1931;11703901;N0415669;485;s1272;ENP-China Project: https://www.enpchina.eu/;
館陶;Guantao;Shandong;山東;36.651789214637;115.38797844757;館陶縣;縣;1931;D3110427;N0405758;2251;s1743;ENP-China Project: https://www.enpchina.eu/;
冠縣;Guanxian;Shandong;山東;36.4639778219556;115.424024429274;冠縣;縣;1931;D3070822;N0286796;2304;s1229;ENP-China Project: https://www.enpchina.eu/;
灌縣;Guanxian;Sichuan;四川;31.013049;103.620003;灌縣縣;縣;1931;DH046348-1;DH046348-1;168;s64;ENP-China Project: https://www.enpchina.eu/;
灌陽;Guanyang;Guangxi;廣西;25.5390342700446;110.920904428407;灌陽縣;縣;1931;D3132090;N0359834;286;s1262;ENP-China Project: https://www.enpchina.eu/;
灌雲;Guanyun;Jiangsu;江蘇;34.4780010926821;119.285340242171;灌雲縣;縣;1931;D3024555;N0359809;2591;s950;ENP-China Project: https://www.enpchina.eu/;
故城;Gucheng;Hebei;河北;37.3769007103509;116.123186478009;故城縣;縣;1931;D3060919;N0331926;1601;s164;ENP-China Project: https://www.enpchina.eu/;
穀城;Gucheng;Hubei;湖北;32.2765174466833;111.574080246926;穀城縣;縣;1931;11703797;N0415565;1749;s270;ENP-China Project: https://www.enpchina.eu/;
古化;Guhua;Guangxi;廣西;25.1718715536899;109.704358650481;古化縣;縣;1931;11703539;N0415307;445;s1421;ENP-China Project: https://www.enpchina.eu/;
貴池;Guichi;Anhui;安徽;30.6894613158988;117.437753599862;貴池縣;縣;1931;DH057972-1;DH232765-1;1012;s679;ENP-China Project: https://www.enpchina.eu/;
貴德;Guide;Qinghai;青海;36.0095441117918;101.457484491438;貴德縣;縣;1931;D3313007;N0391411;65;s1561;ENP-China Project: https://www.enpchina.eu/;
貴定;Guiding;Guizhou;貴州;26.5853965887119;107.19933416122;貴定縣;縣;1931;DH053216-1;DH053216-1;98;s1507;ENP-China Project: https://www.enpchina.eu/;
桂東;Guidong;Hunan;湖南;26.1857736089387;113.946774065889;桂東縣;縣;1931;D3084280;N0344783;1326;s361;ENP-China Project: https://www.enpchina.eu/;
歸化;Guihua;Fujian;福建;26.329026892723;117.175704618273;歸化縣;縣;1931;DH053651-1;DH053651-1;2488;s1440;ENP-China Project: https://www.enpchina.eu/;
桂林;Guilin;Guangxi;廣西;25.3468444742452;110.164409625939;桂林縣;縣;1931;D3333926;N0344789;320;s1101;ENP-China Project: https://www.enpchina.eu/;
桂平;Guiping;Guangxi;廣西;23.3922276851142;110.076349629772;桂平縣;縣;1931;DH032583-1;DH149112-1;281;s1264;ENP-China Project: https://www.enpchina.eu/;
歸綏;Guisui;Suiyuan;綏遠;40.7979449921076;111.649527454915;歸綏縣;縣;1931;11703716;N0415484;438;s1414;ENP-China Project: https://www.enpchina.eu/;
貴溪;Guixi;Jiangxi;江西;28.2735857185319;117.129104005829;貴溪縣;縣;1931;D3226425;N0391421;1013;s678;ENP-China Project: https://www.enpchina.eu/;
貴縣;Guixian;Guangxi;廣西;23.0323075257548;109.657653612602;貴縣;縣;1931;D3391843;N0391390;6;s1624;ENP-China Project: https://www.enpchina.eu/;
桂陽;Guiyang;Hunan;湖南;25.8291900064085;112.528899776699;桂陽縣;縣;1931;DH048159-1;DH164688-1;1182;s577;ENP-China Project: https://www.enpchina.eu/;
貴陽;Guiyang;Guizhou;貴州;26.579306;106.707809;NA;NA;1931;D3111196;N0391435;NA;NA;ENP-China Project: https://www.enpchina.eu/;
貴筑;Guizhu;Guizhou;貴州;26.5888608091862;106.70031110864;貴筑縣;縣;1931;11703854;N0415622;472;s1384;ENP-China Project: https://www.enpchina.eu/;
古浪;Gulang;Gansu;甘肅;37.4984593967701;102.90342033635;古浪縣;縣;1931;DH048866-1;DH223659-1;147;s1840;ENP-China Project: https://www.enpchina.eu/;
古藺;Gulin;Sichuan;四川;28.1105298426072;105.847029841377;古藺縣;縣;1931;DH008360-1;DH183153-1;506;s1326;ENP-China Project: https://www.enpchina.eu/;
果德;Guode;Guangxi;廣西;23.3546308597559;107.527419121577;果德縣;縣;1931;11703698;N0415466;986;s716;ENP-China Project: https://www.enpchina.eu/;
崞縣;Guoxian;Shanxi;山西;38.8175604923035;112.78738682238;崞縣;縣;1931;DH052855-1;DH052855-1;100;s1496;ENP-China Project: https://www.enpchina.eu/;
固始;Gushi;Henan;河南;32.232838801789;115.726271706764;固始縣;縣;1931;DH039317-1;DH155846-1;1930;s111;ENP-China Project: https://www.enpchina.eu/;
古宋;Gusong;Sichuan;四川;28.3988670433451;105.178598198278;古宋縣;縣;1931;D3393800-1;D3393801-1;447;s1424;ENP-China Project: https://www.enpchina.eu/;
古田;Gutian;Fujian;福建;26.5896689905238;118.839635861255;古田縣;縣;1931;D3355024;N0296492;2510;s1361;ENP-China Project: https://www.enpchina.eu/;
固陽;Guyang;Suiyuan;綏遠;41.1537810350609;110.177723675633;固陽縣;縣;1931;11703549;N0415317;514;s906;ENP-China Project: https://www.enpchina.eu/;
固原;Guyuan;Gansu;甘肅;36.0074660775442;106.111050154114;固原縣;縣;1931;DH012021-1;DH186814-1;398;s1457;ENP-China Project: https://www.enpchina.eu/;
沽源;Guyuan;Chahaer;察哈爾;41.4460076127654;115.761733866521;沽源縣;縣;1931;D3066333;N0354231;302;s1167;ENP-China Project: https://www.enpchina.eu/;
古丈;Guzhang;Hunan;湖南;28.6276460624811;109.97648549874;古丈縣;縣;1931;D2865230;N0296077;1776;s260;ENP-China Project: https://www.enpchina.eu/;
哈巴河;Habahe;Xinjiang;新疆;47.8922837500109;86.1596129472867;哈巴河縣;縣;1931;D3233964;N0300845;798;s660;ENP-China Project: https://www.enpchina.eu/;
海城;Haicheng;Liaoning;遼寧;42.6536685354957;125.857302334061;海城縣;縣;1931;D3231906;N0356457;1298;s385;ENP-China Project: https://www.enpchina.eu/;
海澄;Haicheng;Fujian;福建;24.4522891836341;117.865354402635;海澄縣;縣;1931;11703734;N0415502;2543;s1300;ENP-China Project: https://www.enpchina.eu/;
海豐;Haifeng;Guangdong;廣東;22.975712;115.334808;海豐縣;縣;1931;D2925424;N0356378;2178;s1820;ENP-China Project: https://www.enpchina.eu/;
海康;Haikang;Guangdong;廣東;20.9182252994983;110.071646700502;海康縣;縣;1931;DH030260-1;DH146789-1;2208;s1782;ENP-China Project: https://www.enpchina.eu/;
海口;Haikou;Hainan;海南;20.0551121838273;110.199387755039;NA;NA;1931;D3060950;N0356433;NA;NA;ENP-China Project: https://www.enpchina.eu/;
海拉爾;Hailar;Xing'an;興安;49.228715156451;119.738637388279;NA;NA;1931;D3675213;N0415246;NA;NA;ENP-China Project: https://www.enpchina.eu/;
海倫;Hailun;Heilongjiang;黑龍江;47.4830904168635;126.969598483373;海倫縣;縣;1931;T0257544-1;T0257544-3;509;s1313;ENP-China Project: https://www.enpchina.eu/;
海門;Haimen;Jiangsu;江蘇;31.9145695551675;121.183247345399;海門縣;縣;1931;D3380233;N0356648;2370;s1116;ENP-China Project: https://www.enpchina.eu/;
海寧;Haining;Zhejiang;浙江;30.428089059517;120.529568432903;海寧縣;縣;1931;DH006512-1;DH123041-1;2452;s1479;ENP-China Project: https://www.enpchina.eu/;
海鹽;Haiyan;Zhejiang;浙江;30.539668059517;120.944909171533;海鹽縣;縣;1931;D3208607;N0356617;2410;s1069;ENP-China Project: https://www.enpchina.eu/;
