Position_Zh_Srce;Position_Eng;Year;Source;Eng_Source
八仙橋支行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
北平分行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
北蘇州路支行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
匯兌處處長;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
匯兌部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
南京分行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
南市分行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
南市支行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
南通支行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
司理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
周浦分行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
國內部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
國庫局局長;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
小東門分行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
山東全省經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
廠長;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
廣州分局經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
支行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
方浜路支行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
業務局局長;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
業務處處長;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
業務部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
機器棉花部華經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
民國路支行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
水火意外保險處處長;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
水火險部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
津行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
浙江全省經售處經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
海格路分行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
滬區經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
滬會經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
滬行儲蓄及信託部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
滬行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
濟南分行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
營業部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
生產部部長;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
申莊經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
申行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
界路支行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
發行局局長;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
發行所經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
發行部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
督理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
稽核所經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
稽核處處長;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
第一廠及第三廠經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
第一廠及第八廠經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
第七廠經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
糖部華經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總倉庫經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總公司司理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總務處處長;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總管理處經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總行事務處處長;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總行人事處經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總行倉庫部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總行國外匯兌部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總行活期存款部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總行總出納;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總行總務處經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總行鹽業部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
茶葉部華經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
華經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
虹口分行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
虹口支行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
西區分會經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
西區分行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
西門辦事處主任;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
重慶分行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
銀業部經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
銀錢帳房;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
霞飛路支行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
青島分行經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
靜安寺路分行代經理;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
經紀人;manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
上海儲蓄信託部襄理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
協理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
國庫局襄理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
業務局襄理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
業務部襄理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
滬行襄理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
發行局襄理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總公司協理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總行協理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總行襄理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
襄理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
靜安寺路分行襄理;manager-assistant;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總司理;manager-general;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總理;manager-general;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總經理;manager-general;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
華總經理;manager-general;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
駐港總監督;manager-general;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
主筆;managing editor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
部長;minister;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
處長;office chief;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
平版廠廠長;plant manager;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
主席董事;president of the board;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
常務董事長;president of the board;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總裁;president of the board;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
校長;principal;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
校主;principal;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總會計;professional;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總核計;professional;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
國醫;professional;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
建築師;professional;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
律師;professional;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
會計師;professional;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
醫師;professional;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
教授;professor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
法學院教授;professor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
教務長;provost;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
代表;representative;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
營業經理;sales director;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
校董;school board director;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
祕書處祕書;secretary;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
秘書;secretary;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
秘書長;secretary;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
簡任秘書;secretary;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總秘書;secretary;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總行秘書;secretary;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總幹事;secretary general;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
業務股長;section chief;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
科長;section chief;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
課長;section chief;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總出納;section head;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
總務;section head;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
銷貨主任;section head;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
無限責任股東;shareholder;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
股東;shareholder;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
常務委員;standing committee member;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
常務理事;standing director;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
常務監察人;standing supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
上海市黨部監察委員;supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
南部支店監理;supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
常駐監察人;supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
監事;supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
監察;supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
監察人;supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
監察委員;supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
監理;supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
監理員;supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
監理委員;supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
監督;supervisor;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
司庫;treasurer;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
隊長;unit chief;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
團長;unit head;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
副主席;vice chairman;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
副委員長;vice chairman;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
副會長;vice chairman;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
副社長;vice chairman;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
上海分會副會長;vice chief;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
副總裁;vice chief of the directors of board;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
副董事長;vice chief of the directors of board;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
副院長;vice dean;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
次長;vice minister;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
副院長;vice president;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
副主任;vice-chairman;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
副校長;vice-principal;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;1936 dictionary
中央執行委員會常務委員;standing committee member, Central Executive Committee;1936;中國徵信所. 上海工商人名錄. 上海: 美華書館;Claude Sonnet 5
中將參事;counselor (rank of lieutenant general);1936;;Claude Sonnet 5
主管課長;section chief in charge;1936;;Claude Sonnet 5
代行會長;acting president;1936;;Claude Sonnet 5
保長;head of local baojia unit;1936;;Claude Sonnet 5
候補理事;alternate board member;1936;;Claude Sonnet 5
候補監事;alternate supervisor;1936;;Claude Sonnet 5
候補知府;expectant prefect;1936;;Claude Sonnet 5
公使;minister;1936;;Claude Sonnet 5
公會理事;guild board member;1936;;Claude Sonnet 5
副保長;deputy head of local security unit (baojia);1936;;Claude Sonnet 5
副廠長;deputy plant manager;1936;;Claude Sonnet 5
副理事;deputy board member;1936;;Claude Sonnet 5
副理事長;deputy chairman;1936;;Claude Sonnet 5
副行長;deputy bank manager;1936;;Claude Sonnet 5
創設人;founder;1936;;Claude Sonnet 5
創辦人;founder;1936;;Claude Sonnet 5
助理;assistant;1936;;Claude Sonnet 5
助理工程師;assistant engineer;1936;;Claude Sonnet 5
化驗員;laboratory analyst;1936;;Claude Sonnet 5
化驗師;analytical chemist;1936;;Claude Sonnet 5
區民代表;district resident representative;1936;;Claude Sonnet 5
區長代表;representative of the district chief;1936;;Claude Sonnet 5
參政員;councillor;1936;;Claude Sonnet 5
參議;councilor;1936;;Claude Sonnet 5
參議員;council member;1936;;Claude Sonnet 5
參贊;counselor (legation);1936;;Claude Sonnet 5
司事;clerk;1936;;Claude Sonnet 5
司長;department director;1936;;Claude Sonnet 5
合夥人;partner;1936;;Claude Sonnet 5
名譽專門顧問;honorary specialist adviser;1936;;Claude Sonnet 5
國民大會代表;delegate, National Assembly;1936;;Claude Sonnet 5
坐辦;resident director;1936;;Claude Sonnet 5
外交總長;Minister of Foreign Affairs;1936;;Claude Sonnet 5
學生工程師;student engineer;1936;;Claude Sonnet 5
實習工程師;engineer in training;1936;;Claude Sonnet 5
審査副長;deputy chief examiner;1936;;Claude Sonnet 5
審檢處技士;technician, judicial inspection office;1936;;Claude Sonnet 5
專使;special envoy;1936;;Claude Sonnet 5
市參議員;municipal councillor;1936;;Claude Sonnet 5
常務主任;standing bureau chief;1936;;Claude Sonnet 5
常務校董;standing school trustee;1936;;Claude Sonnet 5
常務次長;standing vice minister;1936;;Claude Sonnet 5
常務監事;standing supervisor;1936;;Claude Sonnet 5
常委;standing committee member;1936;;Claude Sonnet 5
幹事長;secretary-general;1936;;Claude Sonnet 5
承辦者;person in charge;1936;;Claude Sonnet 5
技師;engineer;1936;;Claude Sonnet 5
技正;senior technical officer;1936;;Claude Sonnet 5
採購主任;purchasing chief;1936;;Claude Sonnet 5
敎員;teacher;1936;;Claude Sonnet 5
敎授;professor;1936;;Claude Sonnet 5
會務主任;office chief;1936;;Claude Sonnet 5
會辦;associate manager;1936;;Claude Sonnet 5
民政長;civil governor;1936;;Claude Sonnet 5
特派員;special commissioner;1936;;Claude Sonnet 5
獨資經營;sole proprietor;1936;;Claude Sonnet 5
監理官;supervising officer;1936;;Claude Sonnet 5
祕書;secretary;1936;;Claude Sonnet 5
籌備主任;preparatory office chief;1936;;Claude Sonnet 5
組織委員;organization committee member;1936;;Claude Sonnet 5
縣長;county magistrate;1936;;Claude Sonnet 5
總代理;general agent;1936;;Claude Sonnet 5
總辦;director-general;1936;;Claude Sonnet 5
總長;minister;1936;;Claude Sonnet 5
署理;acting (temporary appointment);1936;;Claude Sonnet 5
署長;bureau commissioner;1936;;Claude Sonnet 5
行長;bank manager;1936;;Claude Sonnet 5
評議員;council member;1936;;Claude Sonnet 5
諮詢委員;advisory committee member;1936;;Claude Sonnet 5
買辦;comprador;1936;;Claude Sonnet 5
資政;councillor of state;1936;;Claude Sonnet 5
辦事;clerk;1936;;Claude Sonnet 5
署理二等總巡;Acting Assistant Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
署理三等總巡;Acting Boat Officer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
署總監察長;Acting Chief Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
署稅務司;Acting Commissioner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
署副稅務司;Acting Deputy Commissioner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
署副理船廳;Acting Deputy Harbour Master;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
驗估處署處長;Acting Director of Appraising Department;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
代理港務長;Acting Harbour Master;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
郵政局副總辦;Acting Postal Secretary;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
署理教習;Acting Professor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
代理監察長;Acting Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
代理監察長;Acting Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
署理頭等總巡;Acting Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
署監察長;Acting Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
海關緝私隊隊長;Area Commander;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
幫辦;Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
協理稅務司;Assistant Commissioner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
暫行代理總工程師;Assistant Electric Engineer in Charge, Temporarly;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等驗貨;Assistant Examiner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
副港務長;Assistant Harbour Master;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等郵政局副司事;Assistant Postal Office;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
郵政局副司事;Assistant Postal Office;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
頭等郵政局副司事;Assistant Postal Office;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等郵政局副司事;Assistant Postal Office: C;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等總巡;Assistant Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等總巡前班;Assistant Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等總巡後班;Assistant Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
襄辦文案;Assistant Writer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
護理稅務司;Assistant-in-Charge;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
三等總巡;Boat Officer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
試用郵政局供事（洋文）;Candidate Postal Clerk, Linguist;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
郵政局供事洋文試用中班;Candidate Postal Clerk, Linguist;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
郵政局供事洋文試用前班;Candidate Postal Clerk, Linguist;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
郵政局供事洋文試用後班;Candidate Postal Clerk, Linguist Probationary;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
試用郵政局供事（漢文）;Candidate Postal Clerk, Non-Linguist;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
郵政局供事漢文試用前班;Candidate Postal Clerk, Non-Linguist;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
郵政局供事漢文試用後班;Candidate Postal Clerk, Non-Linguist;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
超等一級幫辦;Chief Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
超等二級幫辦;Chief Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
超等幫辦;Chief Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
超等幫辦前班;Chief Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
超等特級幫辦;Chief Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
大副;Chief Officer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
超等郵政局司事;Chief Postal Officer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
總監察長;Chief Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
總監察長;Chief Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
超等總巡;Chief Tide Surveyor;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
供事;Clerk;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
巡工司;Coast Inspector;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
管駕官;Commander;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
稅務司;Commissioner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
副巡工司;Deputy Coast Inspector;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
海務副巡工司;Deputy Coast Inspector;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
副稅務司;Deputy Commissioner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
代理稅務司;Deputy Commissioner in Charge;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
護理稅務司;Deputy Commissioner in Charge;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
額外副稅務司;Deputy CommissionerSpecial List;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
副總稅務司;Deputy Inspector General;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
超等驗估;Detached;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
驗估處處長;Director of Appraising Department;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
管理界務郵務長;District Postmaster in Charge;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
巡工司;Divisional Inspector and Harbour Master;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
製圖員;Draughtsman;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
總營造司;Engineer-in-Chief;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
二等驗貨;Examiner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
驗貨員;Examiner;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
一等一級幫辦;First Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
一等二級幫辦;First Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
頭等幫辦;First Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
頭等幫辦前班;First Assistant;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
頭等鈐子手;First Class Tidewaiter;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
頭等鈐字手;First Class Tidewaiter;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
頭等同文供事;First Clerk;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
管駕副;First Deck Officer;1947;Service List 海關職員提名錄 1947 Chinese Maritime Customs;Customs Service List 1947
