ID_ROW;Street_Srce;Street_zhS;Street_PINYIN;Street_SUFFIX_Py;Street_Eng;FOREIGN_SETTLEMENT;Street_Eng_SUFFIX;Year_START;Year_END;Year_END_PRC;Street_New_ZhT;Street_New_ZhT_SUFFIX;Street_New_ZhS;Street_New_SUFFIX;Street_New_full;Street_New_PINYIN;Street_New_SUFFIX_Py;LOCALIZATION_INDICATOR;DISTRICT;PERIOD;Street_Eng_full;NOTES;Dating_qualifier;Source
974;和闐路;和阗路;HETIAN;LU;;;;1953;1959;;西和田;路;西和田;路;西和田路;XIHETIAN;LU;;闸北区;1953-1959;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1035;和闐路;和阗路;HETIAN;LU;;;;1953;1959;;廣延;路;广延;路;广延路;GUANGYAN;LU;;闸北区;1953-1959;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1419;和闐路;和阗路;HETIAN;LU;;;;1953;1959;;和田;路;和田;路;和田路;HETIAN;LU;;闸北区;1953-1959;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1566;咸陽路;咸阳路;XIANYANG;LU;;;;1943;1946;;陝西;南路;陕西;南路;陕西南路;SHAANXI;NANLU;;徐汇、卢湾区;1943-1946;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
158;哈同路;哈同路;HATONG;LU;HARDOON;International Settlement;ROAD;1914;;;銅仁;路;铜仁;路;铜仁路;TONGREN;LU;;静安区;;HARDOON ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
83;哥倫比亞路;哥伦比亚路;GELUNBIYA;LU;COLUMBIA;International Settlement;ROAD;1925;1943;;番禺;路;番禺;路;番禺路;FANYU;LU;;长宁、徐汇区;1925-1943;COLUMBIA ROAD;;;
1627;唐姚弄;唐姚弄;TANGYAO;LONG;;;;;;;生義碼頭;街;生义码头;街;生义码头街;SHENGYI MATOU;JIE;;南市区;;;;;
514;唐家弄;唐家弄;TANGJIA;LONG;;;;;;;東唐家;弄;东唐家;弄;东唐家弄;DONGTANGJIA;LONG;;南市区;;;;;
1200;唐家弄;唐家弄;TANGJIA;LONG;;;;1890;1910;;天潼;路;天潼;路;天潼路;TIANTONG;LU;;闸北区;19世纪末-20世纪初;;;;
1472;唐家弄;唐家弄;TANGJIA;LU;;;;;;;西唐家;弄;西唐家;弄;西唐家弄;XITANGJIA;LONG;;南市区;;;;;
989;善堂路;善堂路;SHANTANG;LU;;;;1932;1964;;浦城;路;浦城;路;浦城路;PUCHENG;LU;;黄浦区;1964年前;;;Named around the stated year;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
372;善鍾路;善钟路;SHANZHONG;LU;SAY-ZOONG;French Concession;ROUTE;1901;1943;;常熟;路;常熟;路;常熟路;CHANGSHU;LU;;徐汇区;1901-1943;ROUTE DE SAY-ZOONG;;;
214;喇格納路;喇格纳路;LAGENA;LU;LAGRENE;French Concession;RUE;1906;1943;;崇德;路;崇德;路;崇德路;CHONGDE;LU;;卢湾区;1906-1943;RUE LAGRENE;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1292;喬家柵弄;乔家栅弄;QIAOJIAZHA;LONG;;;;;;2006;喬家柵;;乔家栅;;乔家栅;QIAOJIAZHA;;;南市区;;;;;
1524;喬家浜;乔家浜;QIAOJIA ;BANG;;;;;;2006;喬家;路;乔家;路;乔家路;QIAOJIA;LU;;南市区;;;;;
1367;喬敦路;乔敦路;QIAODUN;LU;;;;1925;1930;;淮海;西路;淮海;西路;淮海西路;HUAIHAI;XILU;;长宁、徐汇区;1925-1930;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1297;嘉定路;嘉定路;JIADING;LU;;;;1943;;;石門;二路;石门;二路;石门二路;SHIMEN;ERLU;;静安区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1063;嘉魚街;嘉鱼街;JIAYU;JIE;;;;1943;;;嘉魚;路;嘉鱼;路;嘉鱼路;JIAYU;LU;;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
506;嚴家弄;严家弄;YANJIA;LONG;;;;;;;豬作;弄;猪作;弄;猪作弄21弄;ZHUZUO ;LONG;21 LONG;南市区;;;;;
1481;嚴家閣路;严家阁路;YANJIAGE;LU;;;;1915;1968;;芷江;中路;芷江;中路;芷江中路;ZHIJIANG;ZHONGLU;;闸北区;1915-1968;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1606;四卡子路;四卡子路;SIKAZI;LU;;;;1910;1943;;鴨綠江;路;鸭绿江;路;鸭绿江路;YALVJIANG;LU;;虹口区;20世纪初-1945;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
405;四川路;四川路;SICHUAN;LU;SZECHUEN;International Settlement;ROAD;1865;1943;2006;四川;中路;四川;中路;四川中路;SICHUAN;ZHONGLU;;黄浦区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1584;四德來路;四德来路;SIDELAI;LU;;;;;;;惠民;路;惠民;路;惠民路117弄;HUIMIN;LU;117 LONG;虹口区;;;;;
1223;四德豐弄堂;四德丰弄堂;SIDEFENGTANG;LONGTANG;;;;1850;1909;;頭壩;路;头坝;路;头坝路;TOUBA;LU;;虹口区;19世纪-20世纪清末;;;;
1693;四馬路;四马路;SIMA;LU;;;;1865;1949;;福州;路;福州;路;福州路;FUZHOU;LU;;黄浦区;1865-1949;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
195;國富門路;国富门路;GUOFUMEN;LU;KAUFMAN;French Concession;RUE;1930;1943;;安亭;路;安亭;路;安亭路;ANTING;LU;;徐汇区;-1930;RUE KAUFMAN;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1568;國惠路;国惠路;GUOHUI;LU;;;;1939;1946;;國權;路;国权;路;国权路;GUOQUAN;LU;;杨浦区;1939-1946;;;;
1614;國本路;国本路;GUOBEN ;LU;;;;1946;1950;;政法;路;政法;路;政法路;ZHENGFA;LU;;杨浦区;1946-1950;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1638;國本路;国本路;GUOBEN;LU;;;;1931;1950;;政本;路;政本;路;政本路;ZHENGBEN;LU;;杨浦区;1931-1950;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
872;國泰路;国泰路;GUOTAI;LU;;;;1946;;;國權;後路;国权;后路;国权后路;GUOQUAN;HOULU;;杨浦区;-1946;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1495;國清路;国清路;GUOQING;LU;;;;1940;1980;;國達;路;国达;路;国达路;GUODA;LU;;杨浦区;1940-1980;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1318;國濟北路;国济北路;GUOJI;BEILU;;;;1931;1982;;國濟;路;国济;路;国济路;GUOJI;LU;;杨浦区;1931-1982;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1184;園子弄;园子弄;YUANZI;LONG;;;;;;;三牌樓;路;三牌楼;路;三牌楼路61弄;SANPAILOU;LU;61 LONG;南市区;;;;;
470;圓明園路;圆明园路;YUANMINGYUAN;LU;YUEN MING YUEN;International Settlement;ROAD;;1943;2006;圓明園;路;圆明园;路;圆明园路;YUANMINGYUAN;LU;;黄浦区;;;;;
1582;圖雷納路;图雷纳路;TULEINA;LU;;;;1872;1876;;福建;南路;福建;南路;福建南路;FUJIAN;NANLU;;黄浦区;1872-1876;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
512;土地堂后街;土地堂后街;TUDITANG;HOUJIE;;;;;;;北石皮;弄;北石皮;弄;北石皮弄;BEISHIPI;LONG;;南市区;;;;;
541;土地堂后街;土地堂后街;TUDITANG;HOUJIE;;;;;;;海興;街;海兴;街;海兴后街;HAIXING;HOUJIE;;黄浦区;;;;;
1402;土地堂街;土地堂街;TUDITANG;JIE;;;;;1952;;海興;北路;海兴;北路;海兴北路;HAIXING;BEILU;;黄浦区(浦东);1952年前;;;;
1518;土地堂街;土地堂街;TUDITANG;JIE;;;;;1964;;薛弄;底街;薛弄;底街;薛弄底街（西段）;XUELONG;DIJIE;XIDUAN;南市区;-1964;;;;
912;地方廳路;地方厅路;DIFANGTING;LU;;;;;;;斜土;東路;斜土;东路;斜土东路（东路）;XIETU;DONGLU;DONGLU;南市区;;;;;
419;地豐路;地丰路;DIFENG;LU;TIFONG;International Settlement;ROAD;;1943;;烏魯木齊;北路;乌鲁木齐;北路;乌鲁木齐北路;WULUMUQI;BEILU;;静安区;;TIFONG ROAD;;;
718;坑甏弄;坑甏弄;KENGBENG;LONG;;;;;;;俞家;弄;俞家;弄;俞家弄88弄;YUJIALONG ;LONG;88 LONG;南市区;;;;;
1592;垃圾塘街;垃圾塘街;LAJITANG;JIE;;;;1912;1958;;福康;北路;福康;北路;福康北路（南段）;FUKANG ;BEILU;NANDUAN;黄浦区;1912-1958;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1579;城根路;城根路;CHENGGEN;LU;;;;;;;;;;;;;;;;;;;;
921;城河浜;城河浜;CHENGHE;BANG ;;;;;;;人民中華;路;人民中华;路;人民路中华路;RENMINHUA;LU;;南市区;;;;;
1483;培基路;培基路;PEIJI;LU;;;;1930;1967;;班溪;路;班溪;路;班溪路;BANXI;LU;;吴淞区;1930-1967;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1657;塘山路;塘山路;TANGSHAN;LU;;;;1910;1946;2006;唐山;路;唐山;路;唐山路;TANGSHAN;LU;;虹口、杨浦区;20世纪初-1946;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1061;塘橋路;塘桥路;TANGQIAO;LU;;;;;;2006;塘橋;新路;塘桥;新路;塘桥新路;TANGQIAO;XINLU;;南市区;;;;;
777;填嘉浜路;填嘉浜路;TIANJIABANG;LU;;;;;;;萬生橋;路;万生桥;路;万生桥路;WANSHENGQIAO;LU;;南市区;;;;;
80;墳山路;坟山路;FENSHAN;LU;CIMETIERE;French Concession;;1865;1920-26;;龍門;路;龙门;路;龙门路;LONGMEN;LU;;黄浦、卢湾区;1898-1943;RUE MARCO POLO;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
283;墳山路;坟山路;FENSHAN;LU;NEW CEMETERY;International Settlement;ROAD;1865;;;;;;;;;;;;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
696;墳山路;坟山路;FENSHAN;LU;;;;1887;1902;;武勝;路;武胜;路;武胜路;WUSHENG;LU;;黄浦区;1887-1902;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
667;壩基橋北橋;坝基桥北桥;BAJIQIAO;BEIQIAO;;;;;;;復興;東路;复兴;东路;复兴东路264弄;FUXING;DONGLU;264 LONG;南市区;;;;;
986;壩基橋街;坝基桥街;BAJIQIAO;JIE;;;;;;;白渡;路;白渡;路;白渡路(西段);BAIDU ;LU;XIDUAN;南市区;;;;;
1687;士慶路;士庆路;SHIQING;LU;;;;1912;1950;;海倫;西路;海伦;西路;海伦西路;HAILUN;XILU;;虹口区;1912-1950;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
765;外桂枝路;外桂枝路;WAIGUIZHI;LU;;;;;;;桂枝;路;桂枝;路;桂枝路;GUIZHI;LU;;吴淞区;;;;;
47;外灘;外滩;WAITAN ;;BUND;International Settlement;;1848;1943;;中山;東一路;中山;东一路;中山东一路;ZHONGSHAN;DONGYILU;;黄浦区;1848-1865;THE BUND;pbw;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1448;外灘路;外滩路;WAITAN ;LU;;;;;1956;;浦江;路;浦江;路;浦江路;PUJIANG;LU;;闵行区;-1956;;;;
553;外生義弄;外生义弄;WAISHENGYI;LONG;;;;;;;生義碼頭;街;生义码头;街;生义码头街（东段）;SHENGYI MATOU ;JIE;DONGDUAN;南市区;;;;;
1320;外馬路;外马路;WAIMA;LU;;;;1889;1950;;淞浦;路;淞浦;路;淞浦路;SONGPU;LU;;吴淞区;1889-1950;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
594;夢花樓北街;梦花楼北街;MENGHUALOU;BEIJIE;;;;;;;夢花;街;梦花;街;梦花街（东段）;MENGHUA ;JIE;DONGDUAN;南市区;;;;;
534;大上海支路;大上海支路;DASHANGHAILU;ZHILU;;;;1943;;;長江;支路;长江;支路;长江支路;CHANGJIANG ;ZHILU;;吴淞区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
635;大上海支路;大上海支路;DASHANGHAILU;ZHILU;;;;1943;;;長江;南路;长江;南路;长江南路;CHANGJIANG;NANLU;;吴淞区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
991;大上海西路;大上海西路;DASHANGHAI;XILU;;;;1964;;;長江;西路;长江;西路;长江西路;CHANGJIANG;XILU;;吴淞区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
502;大上海路;大上海路;DASHANGHAI;LU;;;;1943;1943;;延安;東路;延安;东路;延安东路;YAN'AN;DONGLU;;黄浦区;1943-1945;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1417;大上海路;大上海路;DASHANGHAI;LU;;;;1943;1960;;長江;路;长江;路;长江路;CHANGJIANG;LU;;吴淞区;1943-1960;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1520;大佛廠前街;大佛厂前街;DAFOCHANG;QIANJIE;;;;1907;1964;;大昌;街;大昌;街;大昌街;DACHANG;JIE;;南市区;1907-1964;;;;
993;大佛廠東街;大佛厂东街;DAFOCHANG;DONGJIE;;;;1907;1964;;跨龍;路;跨龙;路;跨龙路;KUALONG;LU;;南市区;1907-1964;;;;
729;大佛廠街;大佛厂街;DAFOCHANG;JIE;;;;1907;1964;;跨龍;路;跨龙;路;跨龙路（中段）;KUALONG ;LU;ZHONGDUAN;杨浦区;1907-1964;;;;
902;大南門外大街;大南门外大街;DANANMENWAI;DAJIE;;;;1907;1964;;跨龍;路;跨龙;路;跨龙路（北段）;KUALONG ;LU;BEIDUAN;南市区;1907-1964;;;;
1196;大南門大街;大南门大街;DANANMEN;DAJIE;;;;;;;光啓;南路;光启;南路;光启南路（南段）;GUANGQI ;NANLU;NANDUAN;南市区;;;;;
906;大同路;大同路;DATONG;LU;;;;1929;1952;;雙陽;路;双阳;路;双阳路;SHUANGYANG;LU;;静安区;1929-1952;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1404;大同路;大同路;DATONG;LU;;;;1943;;;北京西;路;北京西;路;北京西路;BEIJING ;XILU;DONGDUAN;黄浦、静安区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1007;大名路;大名路;DAMING;LU;;;;1940;1943;;淞滬;路;淞沪;路;淞沪路;SONGHU;LU;;杨浦区;1940-1945;;;;
1301;大教場;大教场;DAJIAOCHANG;;;;;;;;南倉;街;南仓;街;南仓街西仓基弄;NANCANGCANGJI;JIE;XICANGJI LONG;南市区;;;;;
1593;大新街;大新街;DAXIN;JIE;;;;1862;1865;;湖北;路;湖北;路;湖北路（北段）;HUBEI ;LU;BEIDUAN;黄浦区;1862-1865;;;;
951;大李家宅;大李家宅;DALIJIA;ZHAI;;;;;;;三益;路;三益;路;三益路;SANYI;LU;;吴淞区;;;;;
650;大東門大街;大东门大街;DADONGMEN;DAJIE;;;;;;;復興;東路;复兴;东路;复兴东路（东段）;FUXING ;DONGLU;DONGDUAN;南市区;;;;;
702;大樹路;大树路;DASHU;LU;;;;;;;麪筋;弄;面筋;弄;面筋弄12弄;MIANJIN;LONG;12 LONG;南市区;;;;;
773;大正通;大正通;DAZHENG;TONG;;;;1939;1940;;三門;路;三门;路;三门路;SANMEN;LU;;杨浦区;1939-1940;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
17;大沽路;大沽路;DAGU;LU;ARCO (D');French Concession;RUE;1920;1943;;大沽;路;大沽;路;大沽路;TAIGU;LU;;静安区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
407;大沽路;大沽路;TAIGU;LU;TAKOU;French Concession;RUE;1862;1943;;高橋;路;高桥;路;高桥路;GAOQIAO;LU;;南市区;-1964;TAKOU RUE;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
408;大沽路;大沽路;DAGU;LU;TAKU;International Settlement;ROAD;1949;1943;2006;大沽;路;大沽;路;大沽路;DAGU;LU;;;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
717;大王廟街;大王庙街;DAWANGMIAO;JIE;;;;;1964;;大德;路;大德;路;大德路;DADE;LU;;南市区;-1964;;;;
1171;大王廟路;大王庙路;DAWANGMIAO;LU;;;;;1905;;成都;北路;成都;北路;成都北路（北段）;CHENGDU ;BEILU;BEIDUAN;黄浦、静安区;1905年前;;;;
699;大生弄;大生弄;DASHENG;LONG;;;;;;;寶帶;弄;宝带;弄;宝带弄;BAODAI;LONG;;南市区;;;;;
953;大生弄;大生弄;DASHENG;LONG;;;;;;;梧桐;路;梧桐;路;梧桐路（东段）;WUTONG ;LU;DONGDUAN;南市区;;;;;
638;大白柵;大白栅;DABAIZHA;;;;;;;;望雲;路;望云;路;望云路72-74弄;WANGYUN ;LU;72-74 LONG;南市区;;;;;
1350;大碼頭大街;大码头大街;DAMATOU;DAJIE;;;;;1943;;復興;東路;复兴;东路;复兴东路（东段）;FUXING  ;DONGLU;DONGDUAN;南市区;-1945;;;;
957;大維路;大维路;DAWEI;LU;;;;;;;軍工;路;军工;路;军工路;JUNGONG;LU;;杨浦区;;;;;
1414;大興街;大兴街;DAXING;LU;;;;1850;1910;;北海寧;路;北海宁;路;北海宁路;BEIHAINING;LU;;虹口区;19世纪中叶-20世纪初;;;;
1381;大興路;大兴路;DAXING;LU;;;;1943;1943;;復興;中路;复兴;中路;复兴中路;FUXING;ZHONGLU;;徐汇、卢湾区;1943-1945;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
240;大華路;大华路;DAHUA;LU;MAJESTIC;International Settlement;ROAD;;1943;;南匯;路;南汇;路;南汇路;NANHUI;LU;;静安区;;MAJESTIC ROAD;;;
948;大街;大街;DAJIE;;;;;;;;淞興;路;淞兴;路;淞兴路;SONGXING;LU;;吴淞区;;;;;
308;大裕興街;大裕兴街;DAYUXING;JIE;PAIX;French Concession;RUE;;1943;;平湖;路;平湖;路;平湖路;PINGHU;LU;;南市区;;RUE DE LA PAIX;;;
143;大西路;大西路;DAXI;LU;GREAT WESTERN;International Settlement;ROAD;1910;1920;;延安;中路;延安;中路;延安中路;YAN'AN;ZHONGLU;;卢湾区;1910-1920;GREAT WESTERN ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
144;大西路;大西路;DAXI;LU;GREAT WESTERN;International Settlement;ROAD;1922;1943;;延安;西路;延安;西路;延安西路;YAN'AN;XILU;;长宁、静安区;1922-1943;GREAT WESTERN ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
410;大通路;大通路;DATONG;LU;TATUNG;International Settlement;ROAD;;1943;1950;大田;路;大田;路;大田路;DATIAN;LU;;;;;;;
94;大連灣路;大连湾路;DALIANWAN;LU;DALNY;International Settlement;ROAD;1906;1943;;大連;路;大连;路;大连路;DALIAN;LU;;虹口、杨浦区;1906-1943;DALNY ROAD;;;
1573;大馬路;大马路;DAMA;LU;;;;1850;1865;;中山;南路;中山;南路;中山南路;ZHONGSHAN;NANLU;;南市区;1850年前-1906;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1670;大馬路;大马路;DAMA;LU;;;;1862;1865;;南京;東路;南京;东路;南京东路;NANJING;DONGLU;;黄浦区;1862-1949;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1411;天主堂東街;天主堂东街;TIANZHUTANG;DONGJIE;;;;;1964;;天生港;東街;天生港;东街;天生港东街;TIANSHENGGANG;DONGJIE;;南市区;-1964;;;;
274;天主堂街;天主堂街;TIANZHUTANG;JIE;MONTAUBAN;French Concession;RUE;1860;1943;;四川;南路;四川;南路;四川南路;SICHUAN;NANLU;;黄浦区;1860-1943;RUE MONTAUBAN;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
783;天主堂街;天主堂街;TIANZHUTANG;JIE;;;;1860;;;天柱山;路;天柱山;路;天柱山路;TIANZHUSHAN;LU;;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1091;天主堂街;天主堂街;TIANZHUTANG;JIE;;;;1860;;;蒲西;路;蒲西;路;蒲西路;PUXI;LU;;徐汇区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1319;天主堂街;天主堂街;TIANZHUTANG;JIE;;;;1860;1964;;梧桐;路;梧桐;路;梧桐路（西段）;WUTONG ;LU;XIDUAN;南市区;-1964;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1508;天主堂西街;天主堂西街;TIANZHUTANG;XIJIE;;;;;1964;;天生港;西街;天生港;西街;天生港西街;TIANSHENGGANG;XIJIE;;南市区;-1964;;;;
1380;天保路;天保路;TIANBAO;LU;;;;1920;1930;;熱河;路;热河;路;热河路;REHE;LU;;闸北区;约20-30年代;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1190;天台路;天台路;TIANTAI;LU;;;;1943;1943;;四川;南路;四川;南路;四川南路;SICHUAN;NANLU;;黄浦区;1943-1945;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1644;天同路;天同路;TIANTONG;LU;;;;1920;1951;;天水;路;天水;路;天水路;TIANSHUI;LU;;虹口区;20世纪20年代-1951;;;;
776;天官坊街;天官坊街;TIANGUANFANG;JIE;;;;1911;;;丹鳳;路;丹凤;路;丹凤路(南段);DANFENG;LU;NANDUAN;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
