ID_ROW;Street_Srce;Street_zhS;Street_PINYIN;Street_SUFFIX_Py;Street_Eng;FOREIGN_SETTLEMENT;Street_Eng_SUFFIX;Year_START;Year_END;Year_END_PRC;Street_New_ZhT;Street_New_ZhT_SUFFIX;Street_New_ZhS;Street_New_SUFFIX;Street_New_full;Street_New_PINYIN;Street_New_SUFFIX_Py;LOCALIZATION_INDICATOR;DISTRICT;PERIOD;Street_Eng_full;NOTES;Dating_qualifier;Source
1502;法華街;法华街;FAHUA;JIE;;;;;;2006;法華鎮;路;法华镇;路;法华镇路;FAHUAZHEN;LU;;长宁区;;;;;
122;法華路;法华路;FAHUA;LU;FA HUA;French Concession;ROUTE;1914;1918;;復興;中路;复兴;中路;复兴中路;FUXING;ZHONGLU;;徐汇、卢湾区;1918-1943;ROUTE LAFAYETTE;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1476;法華路;法华路;FAHUA;LU;;;;1947;1965;;新華;路;新华;路;新华路;XINHUA;LU;;长宁区;1947-1965;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
349;法蘭西外灘;法兰西外滩;FALANXI;WAITAN;QUAI DE FRANCE;French Concession;QUAI;;1943;;中山;東二路;中山;东二路;中山东二路;ZHONGSHAN;DONGERLU;;南市区;;;;;
88;法蘭西大馬路;法兰西大马路;FALANXI MALU;MALU;CONSULAT;French Concession;RUE;1850;1943;;金陵;東路;金陵;东路;金陵东路;JINLING;DONGLU;;黄浦区;1860-1943;RUE.DU CONSULAT;;;
388;泗涇路;泗泾路;SIJING;;SIKING;International Settlement;ROAD;1865;1943;;;;;;;;;;黄浦区;;;;;
1083;泥墩路;泥墩路;NIDUN;LU;;;;;;;高墩;街;高墩;街;高墩街;GAODUN;JIE;;南市区;;;;;
736;泥牆圈大巷道;泥墙圈大巷道;NIQIANGQUAN DAXIANGDAO;DAXIANGDAO;;;;1937;1987;;北張家浜;路;北张家浜;路;北张家浜路;BEIZHANGJIABANG;LU;;黄浦区;1937-1987;;;;
1183;泰同棧路;泰同栈路;TAITONGZHAN;LU;;;;1948;1987;;泰東;路;泰东;路;泰东路;TAIDONG;LU;;黄浦区;1948-1987;;;;
1537;泰安路;泰安路;TAI'AN;LU;;;;1943;;;寧安;路;宁安;路;宁安路;NING'AN;LU;;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
406;泰山路;泰山路;TAISHAN;LU;TAI CHAN;French Concession;RUE;1906;1946;;東臺;路;东台;路;东台路;DONGTAI;LU;;卢湾区;1906-1946;RUE HENNEQUIN;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
741;泰山路;泰山路;TAISHAN;LU;;;;1943;1943;;淮海;東路;淮海;东路;淮海东路;HUAIHAI;DONGLU;;黄浦、南市区;1943-1945;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1385;泰山路;泰山路;TAISHAN;LU;;;;1943;1943;;淮海;中路;淮海;中路;淮海中路;HUAIHAI;ZHONGLU;;长宁、徐汇、卢湾区;1943-1945;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1429;泰山路;泰山路;TAISHAN;LU;;;;1902;1906;;東臺;路;东台;路;东台路;DONGTAI;LU;;卢湾区;1902-1906;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
607;泰新路;泰新路;TAIXIN;LU;;;;;1982;;泰淞;路;泰淞;路;泰淞路;TAISONG;LU;;吴淞区;1982年前;;;;
1628;泰興路;泰兴路;TAIXING;LU;;;;1926;1950;;泰和;路;泰和;路;泰和路;TAIHE;LU;;吴淞区;1926-1950;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
84;洋涇浜路;洋泾浜路;YANGJINGBANG ;LU;CONFUCIUS;French Concession;QUAI;1860;1898;;;;;;;;;;;;;;;
1577;洋涇鎮街;洋泾镇街;YANGJINGZHEN;JIE;;;;1908;1949;2006;洋涇鎮;路;洋泾镇;路;洋泾镇路;YANGJINGZHEN;LU;;黄浦区;1949年前;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
917;洋行街;洋行街;YANGHANG;JIE;;;;;;;陽朔;路;阳朔;路;阳朔路;YANGSHUO;LU;;南市区;;;;;
455;洋行路;洋行路;YANGHANG;LU;WHAMPOO;French Concession;RUE;1860;1943;;陽朔;路;阳朔;路;阳朔路;YANGSHUO;LU;;;;;;;
1442;洗布浜街;洗布浜街;XIBUBANG;JIE;;;;1912;;2006;洗布浜;;洗布浜;;洗布浜;XIBUBANG;;;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
629;洛陽路;洛阳路;LUOYANG;LU;;;;1943;;;延安;中路;延安;中路;延安中路;YAN'AN;ZHONGLU;;静安区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1127;洛陽路;洛阳路;LUOYANG;LU;;;;1943;1943;;金陵;西路;金陵;西路;金陵西路;JINLING;XILU;;黄浦、卢湾区;1943-1945;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
422;洞庭路;洞庭路;DONGTING;LU;TONGTING;International Settlement;ROAD;1910;1943;;唐山;路;唐山;路;唐山路;TANGSHAN;LU;;虹口区;20世纪初-1946;TONGTING ROAD;;;
572;洪竹弄;洪竹弄;HONGZHU;LONG;;;;;;;老新;街;老新;街;老新街;LAOXIN;JIE;;南市区;;;;;
1529;洵陽路;洵阳路;XUNYANG;LU;;;;1958;1964;;旬陽;路;旬阳;路;旬阳路;XUNYANG;LU;;普陀区;1958-1964;;;;
1569;派克衖;派克衖;PAIKE;XIANG;;;;1820;1946;;百官;街;百官;街;百官街;BAIGUAN;JIE;;虹口区;19世纪初-1946;;;;
313;派克路;派克路;PAIKE;LU;PARK;International Settlement;ROAD;1910;1943;;黃河;路;黄河;路;黄河路;HUANGHE;LU;;黄浦区;20世纪初-1943;PARK ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
70;浙江路;浙江路;ZHEJIANG;LU;CHEKIANG;International Settlement;ROAD;1866;1943;2006;浙江;中路;浙江;中路;浙江中路;ZHEJIANG;ZHONGLU;;黄浦区;1866-1945;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
945;浚浦西路;浚浦西路;JUNPU;XILU;;;;1940;;;共青;路;共青;路;共青路;GONGQING;LU;;杨浦区;;;;Named within the decade;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1535;浜東路;浜东路;BANGDONG;LU;;;;;1964;;泗東;路;泗东;路;泗东路;SIDONG;LU;;吴淞区;1964年前;;;;
1073;浦東路;浦东路;PUDONG;LU;;;;1930;1955;;浦東大道;;浦东大道;;浦东大道;PUDONG DADAO;DADO;;黄浦、杨浦区;1930-1955;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
810;浦江路;浦江路;PUJIANG;LU;;;;1956;;;上南;路;上南;路;上南路11弄;SHANGNAN;LU;11 LONG;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
833;浦江路;浦江路;PUJIANG;LU;;;;1956;;;周家渡鎮;路;周家渡镇;路;周家渡镇路;ZHOUJIADUZHEN;LU;;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
858;浴堂弄;浴堂弄;YUTANG;LONG;;;;;;;三牌樓;路;三牌楼;路;三牌楼路129弄;SANPAILOU;LU;129 LONG;南市区;;;;;
861;浴堂弄;浴堂弄;YUTANG;LONG;;;;;;;陸家浜;路;陆家浜;路;陆家浜路225弄;LUJIABANG;LU;225 LONG;南市区;;;;;
148;海勒路;海勒路;HAILE;LU;HAILAR;International Settlement;ROAD;1925;1943;;海拉爾;路;海拉尔;路;海拉尔路;HAILAER ;LU;;虹口区;1925-1943;HAILAR ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
170;海口路;海口路;HAIKOU;LU;HOIKOW;International Settlement;ROAD;;1943;2006;海口;路;海口;路;海口路;HAIKOU;LU;;黄浦区;;;;;
149;海寧路;海宁路;HAINING;LU;HAINING;International Settlement;ROAD;1902;1943;2006;海寧;路;海宁;路;海宁路;HAINING;LU;;闸北、虹口区;1902-1943;;;;
150;海寧路;海宁路;HAINING;LU;HAINING;International Settlement;ROAD;1910;1920;;北海寧;路;北海宁;路;北海宁路;BEI HAINING;LU;;虹口区;20世纪初-20世纪20年代;;;;
151;海寧路;海宁路;HAINING;LU;HAINING;International Settlement;ROAD;1908;1943;;新疆;路;新疆;路;新疆路;XINJIANG;LU;;闸北区;1908-30年代;;;;
147;海格路;海格路;HAIGE;LU;HAIG;French Concession;AVENUE;1921;1943;;華山;路;华山;路;华山路;HUASHAN;LU;;长宁、徐汇、;1921-1943;AVENUE HAIG;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1418;海潮寺南街;海潮寺南街;HAICHAOSI;NANJIE;;;;;;;國貨;路;国货;路;国货路;GUOHUO;LU;;南市区;;;;;
1038;海潮寺旁路;海潮寺旁路;HAICHAOSI;LU;;;;;;;柳市;路;柳市;路;柳市路;LIUSHI;LU;;南市区;;;;;
1039;海潮寺橋南街;海潮寺桥南街;HAICHAOSIQIAO;NANJIE;;;;;;;海潮;路;海潮;路;海潮路;HAICHAO;LU;;南市区;;;;;
157;海能路;海能路;HAINENG;LU;HANNEN;International Settlement;ROAD;1909;1943;;海南;路;海南;路;海南路;HAINAN;LU;;虹口区;约1909-1943;HANNEN ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
93;海關路;海关路;HAIGUAN;LU;CUSTOMS HOUSE;International Settlement;ROAD;1846;1865;;漢口;路;汉口;路;汉口路;HANKOU;LU;;黄浦区;1846-1865;CUSTOMS HOUSE ROAD;;;
152;海防路;海防路;HAIFANG;LU;HAIPHONG;International Settlement;ROAD;;1943;;海防;路;海防;路;海防路;HAIFANG;LU;;;;;;;
540;淘沙場;淘沙场;TAOSHACHANG;;;;;;;;淘沙場;街;淘沙场;街;淘沙场街;TAOSHACHANG;JIE;;南市区;;;;;
1377;淞楊路;淞杨路;SONGYANG;LU;;;;1923;1930;;同泰;路;同泰;路;同泰路;TONGTAI;LU;;吴淞区;1923-1930;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1525;淞楊路;淞杨路;SONGYANG;LU;;;;1923;1930;;同濟;支路;同济;支路;同济支路;TONGJI ;ZHILU;;吴淞区;1930年前;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
409;淡水路;淡水路;DANSHUI;LU;TAMSUI;International Settlement;ROAD;;1943;1950;;;;;;;;;;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
604;淨土路;净土路;JINGTU;LU;;;;;;2006;淨土;街;净土;街;净土街;JINGTU;JIE;;南市区;;;;;
678;淮安路;淮安路;HUAI'AN;LU;;;;1943;;;康定;東路;康定;东路;康定东路;KANGDING;DONGLU;;静安区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1565;淳化路;淳化路;CHUNHUA;LU;;;;1943;1946;;襄陽;北路;襄阳;北路;襄阳北路;XIANGYANG;BEILU;;徐汇、静安区;1943-1946;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
586;混堂弄;混堂弄;HUNTANG;LONG;;;;;;;外倉橋;街;外仓桥;街;外仓桥街26弄;WAICANGQIAO;JIE;26 LONG;南市区;;;;;
819;混堂弄;混堂弄;HUNTANG;LONG;;;;;;;寶帶;弄;宝带;弄;宝带弄146弄;BAODAI ;LU;146 LONG;南市区;;;;;
1225;混堂弄;混堂弄;HUNTANG;LONG;;;;;;;陸家浜;路;陆家浜;路;陆家浜路278弄;LUJIABANG;LU;278 LONG;南市区;;;;;
1649;清河支路;清河支路;QINGHELU;ZHILU;;;;1931;1845;;虯江;支路;虬江;支路;虬江支路;QIUJIANG ;ZHILU;;虹口区;1931-1945;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1033;清河路;清河路;QINGHE;LU;;;;1931;1930;;虯江;路;虬江;路;虬江路;QIUJIANG;LU;;虹口、闸北区;1931-1930;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
173;湖北路;湖北路;HUBEI;LU;HOOPEH;International Settlement;ROAD;1865;1943;2006;湖北;路;湖北;路;湖北路;HUBEI;LU;;黄浦区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
385;湘江路;湘江路;XIANGJIANG;LU;SIANG KIANG;French Concession;RUE;1902;1906;;壽寧;路;寿宁;路;寿宁路;SHOUNING;LU;;卢湾区;1902-1906;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1144;湧泉路;涌泉路;YONGQUAN;LU;;;;1866;1943;;南京;西路;南京;西路;南京西路;NANJING;XILU;;黄浦、静安区;1866-1945;;;;
412;湯恩路;汤恩路;TANG'EN;LU;THORNE;International Settlement;ROAD;1913;1943;;哈爾濱;路;哈尔滨;路;哈尔滨路;HA'ERBIN;LU;;虹口区;1913-1943;THORNE ROAD;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
550;湯罐弄;汤罐弄;TANGGUAN;LONG;;;;;;;湯管;弄;汤管;弄;汤管弄;TANGGUAN;LU;;南市区;;;;;
469;源昌路;源昌路;YUANCHANG;LU;YUANCHANG;International Settlement;ROAD;1890;1943;1953;醴陵;路;醴陵;路;醴陵路;LILING;LU;;虹口区;19世纪末-1953;YUANCHANG ROAD;;;
1613;源遠路;源远路;YUANYUAN;LU;;;;;1865;;山西;南路;山西;南路;山西南路（北段）;SHANXI ;NANLU;BEIDUAN;黄浦区;1865年前;;;;
450;溫州路;温州路;WENZHOU;LU;WENCHOW;International Settlement;ROAD;;1943;2006;溫州;路;温州;路;温州路;WENZHOU;LU;;;;;;;
990;滄州路;沧州路;CANGZHOU;LU;;;;;;;南京;西路;南京;西路;南京西路1213号;NANJING;XILU;1213 LONG;静安区;;;;;
1286;滬太老路;沪太老路;HUTAI LAOLU;LAOLU;;;;1921;1940;;老滬太;路;老沪太;路;老沪太路;LAOHUTAI;LU;;闸北区;1921-40年代末;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
543;滬太長途汽車路;沪太长途汽车路;HUTAICHANGTUQICHE;LU;;;;1921;1940;;滬太;路;沪太;路;沪太路;HUTAI;LU;;闸北、普陀;1921-40年代末;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1273;滬太長途汽車路;沪太长途汽车路;HUTAICHANGTUQICHE;LU;;;;1921;1940;;老滬太;路;老沪太;路;老沪太路;LAOHUTAI;LU;;闸北、普陀、;1921-40年代末;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
869;滬閔南柘路;沪闵南柘路;HUMINNANZHE;LU;;;;1922;;;斜土;東路;斜土;东路;斜土东路;XIETU;DONGLU;;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1430;滬閔路;沪闵路;HUMIN;LU;;;;1922;1954;;老滬閔;路;老沪闵;路;老沪闵路;LAOHUMIN;LU;;徐汇区、上海县;1922-1954;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
780;滿州路;满州路;MANZHOU;LU;;;;1915;1947;;晉元;路;晋元;路;晋元路;JINYUAN;LU;;闸北区;1915-1947;;;;
480;漕倉街;漕仓街;CAOCANG;JIE;;;;;;;漕滄;街;漕沧;街;漕沧街;CAOCANG;LU;;南市区;;;;;
156;漢口路;汉口路;HANKOU;LU;HANKOW;International Settlement;ROAD;1865;1943;2006;漢口;路;汉口;路;汉口路;HANKOU;LU;;黄浦区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1036;漢城路;汉城路;HANCHENG;LU;;;;1943;;;西湖;路;西湖;路;西湖路;XIHU;LU;;杨浦区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
154;漢壁禮路;汉壁礼路;HANBILI;LU;HANBURY;International Settlement;ROAD;1850;1943;;漢陽;路;汉阳;路;汉阳路;HANYANG;LU;;虹口区;19世纪50年代-1943;HANBURY ROAD;;;
155;漢江;汉江;HANJIANG;LU;HANG KIANG;French Concession;RUE;1902;1906;;興安;路;兴安;路;兴安路;XING'AN;LU;;卢湾区;1907-1946;RUE MARCEL TILLOT;;;
1228;漢江路;汉江路;HANJIANG;LU;MARCEL TILLOT;;;1902;1907;;興安;路;兴安;路;兴安路;XING'AN;LU;;卢湾区;1902-1907;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1110;潘家弄;潘家弄;PANJIA;LONG;;;;1954;;;潘家;街;潘家;街;潘家街39弄;PANJIA;JIE;39 LONG;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
894;潘家灣南支路;潘家湾南支路;PANJIAWAN;NANZHILU;;;;1950;1985;;潘家灣;路;潘家湾;路;潘家湾路;PANJIAWAN;LU;;普陀区;1950-1985;;;;
1155;潘家灣南支路;潘家湾南支路;PANJIAWAN;NANZHILU;;;;1950;1985;;潘家灣;支路;潘家湾;支路;潘家湾支路;PANJIAWAN ;ZHILU;;普陀区;1950-1985;;;;
329;潘馨路;潘馨路;PANXING;LU;PERSHING;French Concession;ROUTE;1930;1943;;吳興;路;吴兴;路;吴兴路（北段）;WUXING ;LU;BEIDUAN;徐汇区;1930-1943;ROUTE PERSHING;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1506;潭子灣街;潭子湾街;TANZIWAN;JIE;;;;;1951;;潭子灣;路;潭子湾;路;潭子湾路;TANZIWAN;LU;;普陀区;1951年前;;;;
954;澄衷路;澄衷路;DENGZHONG;LU;;;;1918;;;葉城;路;叶城;路;叶城路;YECHENG;LU;;杨浦区;;;;Named around the stated year;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
524;澤涇西石路;泽泾西石路;YANGJINGXISHI;LU;;;;1908;1949;;沈家;路;沈家;路;沈家弄路;SHENJIALONG;LU;;黄浦区;1908-1949;;;;
556;瀏河路;浏河路;LIUHE;LU;;;;1943;;2006;瀏河口;路;浏河口;路;浏河口路;LIUHEKOU;LU;;卢湾区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1604;火田路;火田路;HUOTIAN;LU;;;;1939;1943;;逸仙;路;逸仙;路;逸仙路;YIXIAN;LU;;虹口区;1939-1945;;;;
683;火神廟街;火神庙街;HUOSHENMIAO;JIE;;;;1913;;;和順;街;和顺;街;和顺街;HESHUN;JIE;;南市区;;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1153;火輪磨坊街;火轮磨坊街;HUOLUNMOFANG;JIE;;;;1963;1943;;盛澤;路;盛泽;路;盛泽路;SHENGZE;LU;;黄浦区;1963-1943;;;;
1120;炮臺灣;炮台湾;PAOTAI;WAN;;;;;;;浦東;南路;浦东;南路;浦东南路（北段）;PUDONG ;NANLU;BEIDUAN;黄浦区;;;;;
1443;炮臺灣路;炮台湾路;PAOTAIWAN;LU;;;;1913;1953;;淞寶;路;淞宝;路;淞宝路;SONGBAO;LU;;吴淞区;1913-1953;;;;
1095;烈士路;烈士路;LIESHI;LU;;;;1963;1981;;友誼;支路;友谊;支路;友谊支路;YOUYI ;ZHILU;;吴淞区;1963-1981;;;;
303;烏江路;乌江路;WUJIANG;LU;ORIOU;French Concession;RUE;1902;1906;;瀏河口;路;浏河口;路;浏河口路;LIUHEKOU;LU;;卢湾区;1906-1946;RUE ORIOU;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1237;無錫路;无锡路;WUXI;LU;;;;1920;1943;;北無錫;路;北无锡;路;北无锡路;BEI WUXI;LU;;黄浦区;20世纪20年代-1945;;;;
1556;無錫路;无锡路;WUXI;LU;;;;1920;1943;;南無錫;路;南无锡;路;南无锡路;NAN WUXI;LU;;黄浦区;20世纪20年代-1945;;;;
655;煤屑路;煤屑路;MEIXIE;LU;;;;;;;斜土;東路;斜土;东路;斜土东路;XIETU;DONGLU;;南市区;;;;;
816;煤屑路;煤屑路;MEIXIE;LU;;;;;;;國貨;路;国货;路;国货路;GUOHUO;LU;;南市区;;;;;
811;熒昌路;荧昌路;YINGCHANG;LU;;;;1924;1954;;榮昌;路;荣昌;路;荣昌路;RONGCHANG;LU;;黄浦区;1924-1954;;;;
374;熙華德路;熙华德路;XIHUADE;LU;SEWARD;International Settlement;ROAD;1870;1943;;長治;路;长治;路;长治路;CHANGZHI;LU;;虹口区;19世纪70年代-1943;SEWARD ROAD;;;
182;熱河路;热河路;REHE;LU;JEHOL;International Settlement;ROAD;;1943;2006;熱河;路;热河;路;热河路;REHE;LU;;;;;;;
663;熱河路;热河路;REHE;LU;;;;1902;1943;2006;熱河;路;热河;路;热河路;REHE;LU;;闸北区;1902-1943;;;;
901;營房弄;营房弄;YINGFANG;LONG;;;;;;;文昌;路;文昌;路;文昌路;WENCHANG;LU;;南市区;;;;;
1639;營房弄;营房弄;YINGFANG;LONG;;;;;;;半淞園;弄;半淞园;弄;半淞园弄;BANSONGYUAN;LONG;;南市区;;;;;
630;營房橋弄;营房桥弄;YINGFANGQIAO;LONG;;;;;1964;;大境;路;大境;路;大境路（中段）;DAJING ;LU;ZHONGDUAN;南市区;-1964;;;;
581;爛泥碼頭;烂泥码头;LANNI MATOU;MATOU;;;;;;;賴義碼頭;街;赖义码头;街;赖义码头街;LAIYI MATOU;JIE;;南市区;;;;;
284;牛莊路;牛莊路;NIUZHUANG;LU;NEWCHWANG;International Settlement;ROAD;;1943;2006;牛莊;路;牛莊;路;牛莊路;NIUZHUANG;LU;;黄浦区;;;;;
208;牯嶺路;牯岭路;GULING;LU;KULING;International Settlement;ROAD;;1943;;牯嶺;路;牯岭;路;牯岭路;GULING;LU;;;;;;;
863;特務路;特务路;TUWU;LU;;;;1939;1940;;翔殷;路;翔殷;路;翔殷路;XIANGYIN;LU;;杨浦区;1939-1940;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1231;狄思威路;狄思威路;DISIWEI;LU;DIXWELL;;;1912;1943;;溧陽;路;溧阳;路;溧阳路;LIYANG;LU;;虹口区;1912-1943;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
219;狼山路;狼山路;LANGSHAN;LU;LANG CHAN;French Concession;RUE;1898;1906;;馬當;路;马当;路;马当路;MADANG;LU;;卢湾区;1906-1946;BRERIER;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
1218;狼山路;狼山路;LANGSHAN;LU;;;;1898;1906;;馬當;路;马当;路;马当路;MADANG;LU;;卢湾区;1898-1906;;;Exact year stated;彰国躍. 上海 の道路命 名年表—社会言語学的命名論の基礎研究. https://kanagawa-u.repo.nii.ac.jp/record/5850/files/kana-9-8-0004.pdf
